aff_id,class_atual,tipo_link,link,id_api,grupo
132598358,KAM - top 1000,Grupo,https://chat.whatsapp.com/HD3hBHCntvUCYL109WfhJH,120363399506805862@g.us,Achadinhos #02 @oapecentoedois 🔍🛍️
136382088,MElIpro,Grupo,https://chat.whatsapp.com/H9dxNyPzbWSLGTqbp2ov2A,120363420198587286@g.us,#35 Grupo de Ofertas 
136551174,KAM - top 1000,Grupo,https://chat.whatsapp.com/KTmWGkMPgymIZSlUxvK2D3,120363357316589084@g.us,#5 PROMO ENXOVAL MINIMALISTA 🖤
136554975,KAM - top 1000,Grupo,https://chat.whatsapp.com/CCbeOEcw45ZIS7Du8dZchQ,120363394622699094@g.us,Cupons e promoções 🏷️🛍️
141495725,KAM - top 1000,Grupo,https://chat.whatsapp.com/3GnbahT2kj07ibWPPnar6t,5519997134690-1536855235@g.us,Economizeiro 3
147294155,KAM - top 1000,Grupo,https://chat.whatsapp.com/GlZbsfe4H0q7GdhETjruhL,120363147672890533@g.us,IMPORTAÇÃO MINHA VIDA ( LEANDRO CONSTANTINO )
149518102,top KAM Cross/Tech,Grupo,https://chat.whatsapp.com/HedUmWn1r3VKHnlZEue8gB,120363404907945469@g.us,Bizu das Promoções 53
150242200,KAM - top 1000,Grupo,https://chat.whatsapp.com/DFpRm2RkKfFGpYfqLxWcAo,120363400195934769@g.us,🦥 Preguiça Ofertas | 38
150876148,MElIpro,Grupo,https://chat.whatsapp.com/HmCxSREHfCYFUTP8DgvhRm,120363042829630171@g.us,Achadinhos da Dih 🛍️ #03
151885557,KAM - top 1000,Grupo,https://chat.whatsapp.com/JEXULayLCWkIqh89sJX4Cj,120363320142761904@g.us,Achados da Lully 14
152436288,KAM - top 1000,Grupo,https://chat.whatsapp.com/LrWXs2jt86p0cwA9m9SOGE,120363400740908232@g.us,Guga Aprova ✅ DESCONTOS - 20
155523724,KAM - top 1000,Grupo,https://chat.whatsapp.com/BQ7tcRk6loB7roRQgF9SVZ,120363404158477159@g.us,Encontrei na web promoções #62
159272833,MElIpro,Grupo,https://chat.whatsapp.com/HPx22Avdn9T60z73dAHQS4,120363387456505120@g.us,PROMOÇÕES DO DIA #14
161561413,KAM - top 1000,Grupo,https://chat.whatsapp.com/D0ihIeknxF8DivVxNdXMT8,120363419085408202@g.us,Achados de Lara #21
163733884,KAM - top 1000,Grupo,https://chat.whatsapp.com/CxuUhB4Rw2KC7MWHnm8cBo,120363412367655025@g.us,PROMOÇÕES DO DIA 🧡 (4)
165088662,KAM - top 1000,Grupo,https://chat.whatsapp.com/KsFIKs4bknu8bVy0xEQQq0,120363402621743664@g.us,ACHADOS DA RAINA #13
166607266,KAM - top 1000,Grupo,https://chat.whatsapp.com/LikseXVR6JA8NmMJ7eB5gc,120363402336804360@g.us,PROMOÇÕES DO DIA #11🥰
167259214,KAM - top 1000,Grupo,https://chat.whatsapp.com/GotYoYy1r6zAJ8YYtk82qe,120363029697602745@g.us,Mamãe tá ON Promoções 7
169808445,KAM - top 1000,Grupo,https://chat.whatsapp.com/KLZdjjmDJarKOMcowCcajh,120363029188354139@g.us,🔥 Ofertas Loja Samer - 01
173037793,MElIpro,Grupo,https://chat.whatsapp.com/JJShzxTq1MAIxdMZLDnvDz,120363404034302766@g.us,SUPER OFERTA #17
173167047,KAM - top 1000,Grupo,https://chat.whatsapp.com/HZyuiMiv4uQ2FO3LsGhUGJ,120363211822083052@g.us,#103 ACHADOS DA TAMY 
174150285,MElIpro,Grupo,https://chat.whatsapp.com/FA0XF4KyDYUCuJWAHgIGZf,120363313233209159@g.us,Promoções | Achadinhos #1
174783683,MElIpro,Grupo,https://chat.whatsapp.com/DQn0EzyBE9n8BMESLnS16C,5521965940477-1588903201@g.us,PROMOS DO DIA 🛍️🤑🛒
178031903,KAM - top 1000,Grupo,https://chat.whatsapp.com/GXzxLoVvmxz0udKGWn1ENL,120363418973067820@g.us,#11 Achadinhos da Manicure Grupo #11
181507452,KAM - top 1000,Grupo,https://chat.whatsapp.com/K4c5fmtzSXG1qKxnBs3fs2,120363405956371502@g.us,PROMOS @bizu_paracasa #30
183117136,KAM - top 1000,Grupo,https://chat.whatsapp.com/L2jFzuhDn6KFSJC9LcQcuU,120363375274156165@g.us,G&L Promoções 50 🛍️🛒
183279834,MElIpro,Grupo,https://chat.whatsapp.com/D87xKk8Kqgk0bMxSpKtcCB,120363349755106375@g.us,Promos da Ly #3✨
183440224,KAM - top 1000,Grupo,https://chat.whatsapp.com/L1sC7x9NRND6v2T4IVXowY,5527997926363-1578518782@g.us,⚫ VICIADOS EM DESCONTOS 11 ⚫
186556232,MElIpro,Grupo,https://chat.whatsapp.com/K7Kd6lds1Rz376wzK9jf53,120363419307819120@g.us,#20 PROMOS E CUPONS
186778702,KAM - top 1000,Grupo,https://chat.whatsapp.com/L4LNpfPZUqH05ouyae0Yri,120363203099815703@g.us,2Promo mamães econômicas 
190304867,KAM - top 1000,Grupo,https://chat.whatsapp.com/IiRsOuBEKu20Ad55TK6oQo,120363044276358097@g.us,Acheipravocê#2
196205822,KAM - top 1000,Grupo,https://chat.whatsapp.com/CmXGTqAJ36ECTWdfZ8UCvw,120363420368455839@g.us,ACHADINHOS DA DRI 15
197237293,MElIpro,Grupo,https://chat.whatsapp.com/JOOJgwST7fPH2JvVUNGXEt,120363401203319704@g.us,Vale Achado #1
199199140,top KAM Cross/Tech,Grupo,https://chat.whatsapp.com/DYO3GUfjbNi6ZLlYEBc0hG,120363024686001502@g.us,Tech BR Ofertas
200355621,KAM - top 1000,Grupo,https://chat.whatsapp.com/Jtzve7J0p4iHcq4p9dSJnE,120363419283865832@g.us,🛍 Sergipe Ofertas #25
201818186,MElIpro,Grupo,https://chat.whatsapp.com/CFXGKZ7hQ8N65WmG6W1lje,120363194117835533@g.us,Oferta relâmpago #1
202376152,MElIpro,Grupo,https://chat.whatsapp.com/I0v0WwVeEGe3kq7HlMmM70,120363398549946589@g.us,@ComprinhasAmiga #05✨
202884905,KAM - top 1000,Grupo,https://chat.whatsapp.com/GcedDTYaqmWDRC2xsHRuS8,120363404407621942@g.us,Academia Esporte Shop [ 16 ]
203435695,MElIpro,Grupo,https://chat.whatsapp.com/EYtuTeh2suiBZNyMflPNcr,120363284305529966@g.us,Ofertas do dia #3 🛍️
203572971,MElIpro,Grupo,https://chat.whatsapp.com/Eof5Zg0DLAsGzmdwnAYjfQ,120363194368630513@g.us,Paraíso dos Achadinhos #1
205028015,KAM - top 1000,Grupo,https://chat.whatsapp.com/Fspc3uykwrOKs5wDwPvsSW,553498946400-1628023390@g.us,Achadinhos Excelentes 8
210962492,MElIpro,Grupo,https://chat.whatsapp.com/JwliHvFksEiDSmhElwqP5W,120363405900666065@g.us,Modas e Achadinhos #2
211158953,KAM - top 1000,Grupo,https://chat.whatsapp.com/HQHx4Tr5C3M1kEKkgzsVxC,120363345207333317@g.us,Best Promos BR #3
214152484,KAM - top 1000,Grupo,https://chat.whatsapp.com/CeOajup9Rsh26ROElCeer0,120363417911970628@g.us,PROMOÇÕES DO DIA #27 🛍️ @achadosdatai.br
221861528,KAM - top 1000,Grupo,https://chat.whatsapp.com/IMOcURMw4WtDUkLzbidJI8,120363334175814779@g.us,MILPROMOSBELEZA
223453987,MElIpro,Grupo,https://chat.whatsapp.com/HWQuXCvBxu45Amt7cWAML0,120363416746993825@g.us,OFERTINHAS VIP DA NETE
224168003,KAM - top 1000,Grupo,https://chat.whatsapp.com/JVIE5k7qfd3J3UDC0iotAD,120363386339295307@g.us,PROMOS DA DAY GRUPO 40🛍️
224832674,MElIpro,Grupo,https://chat.whatsapp.com/D1jHcv2JQHrL7piQ7gNF5q,120363417472632726@g.us,PROMOS DO DIA 🛍️ #8
226046758,KAM - top 1000,Grupo,https://chat.whatsapp.com/JMfX31vfU1BBh6cf7R0Uqo,120363399844906080@g.us,#330 Promo Relâmpago MEN
227193849,MElIpro,Grupo,https://chat.whatsapp.com/K9xfwQ5iRbkKtQQYXUznbx,120363303356244825@g.us,"#31 Promos de Moda, Beleza e Cupons! - Promoções do Amor!"
228286832,MElIpro,Grupo,https://chat.whatsapp.com/FdJv2P0HUQLGUXxtpngfea,120363398603337247@g.us,ACHADINHOS DA LARI 03
229491441,KAM - top 1000,Grupo,https://chat.whatsapp.com/BT7Z2GIyRfq100xBXrb7Dc,120363418822700181@g.us,Promoçõesuteiss#12
229837054,KAM - top 1000,Grupo,https://chat.whatsapp.com/D6eBFtbGbNW382vxea0zio,120363255308049173@g.us,PROMO LOVERS 🛍️  #14
231841011,KAM - top 1000,Grupo,https://chat.whatsapp.com/GMlz11599YTLP3ui9VWgXn,120363025523984059@g.us,@thatynhapromo 5
232876240,KAM - top 1000,Grupo,https://chat.whatsapp.com/FToNcyvr7uE9gOhvcLo8RV,120363402591177792@g.us,#27 Promoções Especialista Utilitário 
234543184,MElIpro,Grupo,https://chat.whatsapp.com/BwyasSWoGlE3037b6iL50B,120363024957848051@g.us,PROMOS DA NATH 🛍️🎀 [35]
238471146,KAM - top 1000,Grupo,https://chat.whatsapp.com/KNKw7EZNadrK0rFxvYnO0u,120363205270613720@g.us,aki promoções - 91
241322914,KAM - top 1000,Grupo,https://chat.whatsapp.com/HkZ6ShSsbeg1gQ2JBPo9Vs,120363042210618548@g.us,👶🏻 PromoBaby | 24
251645009,top KAM Cross/Tech,Grupo,https://chat.whatsapp.com/GzuMpKwpGqy89P9YL4cu4x,,
255011578,MElIpro,Grupo,https://chat.whatsapp.com/E2kXOI6n4P8C7mzbLoqukI,120363405694449088@g.us,Dona Economia - Promoções #8
255589674,MElIpro,Grupo,https://chat.whatsapp.com/DZd3F34NqlOBrOG22YiB1F,120363366983997934@g.us,CLUBE DO DESCONTO #13
257830843,KAM - top 1000,Grupo,https://chat.whatsapp.com/LGcaf2hLrGTA4xmoOKbScu,120363260785067403@g.us,OFERTAS BABY MÃE 
261766502,KAM - top 1000,Grupo,https://chat.whatsapp.com/HRKF83AP2LsI3SyVcByb8t,120363255744314530@g.us,PROMO 42 🧜🏼‍♀️💘🛍️
263391604,top KAM Cross/Tech,Grupo,https://chat.whatsapp.com/Gw5saEcajBS8p7yf7rgDvf,120363420566637339@g.us,Só Promoções do dia #53
264616806,MElIpro,Grupo,https://chat.whatsapp.com/Gz4jmOCoP7FIKn3LrDvMzd,120363399370982561@g.us,ACHADOS DA MARI #14
268850426,top KAM Cross/Tech,Grupo,https://chat.whatsapp.com/EtM3xhWp5wcFuqkVNdLOL1,120363401613025187@g.us,💛 #1 OFERTAS JEFF RECOMENDA 
269337304,KAM - top 1000,Grupo,https://chat.whatsapp.com/HiAZjhqm6DQFLfIkcwhqru,555496749400-1623017491@g.us,"Amiga, Compra! 10"
269721398,KAM - top 1000,Grupo,https://chat.whatsapp.com/FKCP03nC7DLKYr1sonRws9,120363389602050961@g.us,Tudo On Promoções #3
271356022,MElIpro,Grupo,https://chat.whatsapp.com/F5owyoPYzL1HzUSlfMjtml,120363369774997231@g.us,#5 PROMOÇÕES E DESCONTOS 🛍️🤑
271562467,KAM - top 1000,Grupo,https://chat.whatsapp.com/CULdOiC69HgLZMt7baMbcH,120363403039157467@g.us,A PROMO PERFEITA 13✨
277875863,KAM - top 1000,Grupo,https://chat.whatsapp.com/CTjtI84fLp2Kio1vl9qPSQ,120363418966938721@g.us,PROMOÇÕES DO DIA #26🏠 •  @homedeamiga
279034933,MElIpro,Grupo,https://chat.whatsapp.com/CkBNImXVV4iFqvvYV7K0q7,120363309822468517@g.us,🔥 PROMOS da Paty #01
280333191,KAM - top 1000,Grupo,https://chat.whatsapp.com/EUasLaQCNghLLTZeVohIb2,120363284097344284@g.us,PROMOÇÕES DO DIA ✨️ #2 - @promochique_
283174736,KAM - top 1000,Grupo,https://chat.whatsapp.com/K310kjNbwASEDJ91U8X5Bm,120363421328820167@g.us,Achadinhos #100
284855023,KAM - top 1000,Grupo,https://chat.whatsapp.com/CbIau6c3CA7C0LMxobWHXA,120363240211204588@g.us,Amiga das Promos ✨🤩
287029678,KAM - top 1000,Grupo,https://chat.whatsapp.com/JR9FChkNN4m90N5qGyDFzV,120363337798994308@g.us,✨Cacei e Achei Promos #13
287197163,KAM - top 1000,Grupo,https://chat.whatsapp.com/EFKnGyxcmb43wn8JP4oK3k,120363304479657290@g.us,"#30 Achadinhos SHOPEE, SHEIN , MAGALU, MERCADO LIVRE.🥰"
288063877,KAM - top 1000,Grupo,https://chat.whatsapp.com/FYshNVla9hcBWbSoIwfGm3,120363257853840248@g.us,ACHADINHO 🛍️ #16
293720044,KAM - top 1000,Grupo,https://chat.whatsapp.com/BsIXB2PTOCvEhVMHZ42dem,120363029412556247@g.us,Promos Diversas B14
295506853,MElIpro,Grupo,https://chat.whatsapp.com/LhbOvZPCBRW87WMZpqEndy,120363371094763419@g.us,Grupo de Promoções e Cupons 🛍️ #05
297607087,KAM - top 1000,Grupo,https://chat.whatsapp.com/G8aOJ9GsgtgK0FHC9PHWOJ,120363401098528133@g.us,PROMOÇÕES DO DIA #14
301138223,KAM - top 1000,Grupo,https://chat.whatsapp.com/HBvVODelAE210I8mQbpZxF,120363421173071319@g.us,Will Garimpou [215]
303120592,MElIpro,Grupo,https://chat.whatsapp.com/BehJuWtRQk30H2wXFFd9HU,120363149769059495@g.us,Ofertas Meuapê26b #12
313555253,MElIpro,Grupo,https://chat.whatsapp.com/EbaIS6f8kaKGtHoN8cerq0,120363332754970042@g.us,🛒 Achados da Lalá Grupo #3
317818364,KAM - top 1000,Grupo,https://chat.whatsapp.com/KEXRU3sjoBu4782by95BnV,120363400097540150@g.us,✨ Cantinho das Promos PV 7 🛍️
324279904,KAM - top 1000,Grupo,https://chat.whatsapp.com/GrIZPFtopk17fKB4ZufzKz,120363417825852787@g.us,Achadinhos da Vivih 💕 🛍️#39
325501300,MElIpro,Grupo,https://chat.whatsapp.com/FlfVPkFf2uAFzudRwd7gAf,120363422438577046@g.us,PROMOÇÕES DE CASA 💜#12
337920322,KAM - top 1000,Grupo,https://chat.whatsapp.com/BSrW73sUxmf7P0k94JjGJR,120363419687210237@g.us,Comprei na Promo #6
340577258,KAM - top 1000,Grupo,https://chat.whatsapp.com/Kj9hC3NiBT77LkygW7nPiX,120363400583143688@g.us,Promosday #22 - Promoções
358402522,KAM - top 1000,Grupo,https://chat.whatsapp.com/CFYwI669SIOF6h8Dspgdfw,120363360743146571@g.us,15# PROMO DE HOJEE 💜
361899717,MElIpro,Grupo,https://chat.whatsapp.com/Di2M5HFd6uj7eh7q8CXj96,554497558297-1607954318@g.us,@Promosdadaii 🛍️#4
375366165,MElIpro,Grupo,https://chat.whatsapp.com/DaLYRjgWYRIKypTbQT0FVS,120363322668685309@g.us,PROMOÇÕES DO DIA 🔥✨️🛍
379432988,KAM - top 1000,Grupo,https://chat.whatsapp.com/FuRrPRMeses2RqaTpBagwf,120363041071594403@g.us,🔖 OFERTAS DIÁRIAS #03 - PAULOTEC
379432988,KAM - top 1000,Grupo,https://chat.whatsapp.com/LiJjq9uEt07Hf6EXIc4LQp,120363419852689903@g.us,📱 OFERTAS VIP #02 - PAULOTEC
382848365,MElIpro,Grupo,https://chat.whatsapp.com/ISzxMEo4sZmLeoFtICYcS7,120363417550603528@g.us,PROMO DO BEBÊ #12
408274567,KAM - top 1000,Grupo,https://chat.whatsapp.com/Db4BoPO9UqOKZkIx59xKiT,120363400056890494@g.us,PROMO 35 💗
420307218,MElIpro,Grupo,https://chat.whatsapp.com/CmQVtmZUSiSG0Ifqe65mmB,120363375425910325@g.us,0005 Clube Promos 21
420553279,KAM - top 1000,Grupo,https://chat.whatsapp.com/HBhNHpzpK6UH5Ocn99n1kW,120363418371662864@g.us,2 SHEIN e C&A by @maryajcs 🛍️✨🤩
431214959,MElIpro,Grupo,https://chat.whatsapp.com/LkHeO0BnrHgB2TBJeQFHkd,120363324268667157@g.us,#3 Achadinhos e Promoções da Shopee e Shien 💖
448250295,KAM - top 1000,Grupo,https://chat.whatsapp.com/GbdkHTyBqRm9zeMfi4sqfB,120363221021006092@g.us,PROMO DA MILLA 4
450512131,KAM - top 1000,Grupo,https://chat.whatsapp.com/HHGjJ39EGjP1E3Xvcyo287,120363374978952930@g.us,PROMOÇÕES DO DIA 🛍️ #1 - @encontreiamigas
455839818,MElIpro,Grupo,https://chat.whatsapp.com/BHtMiuht6D8JQElKtG0kCk,120363317793995123@g.us,PROMOÇÕES & CUPONS 💖✨ #1
470068454,MElIpro,Grupo,https://chat.whatsapp.com/H4dDwIxvVQuK2YHYLFeZbJ,120363421937223622@g.us,Grupo de ofertas 🛒🛍️ #27
470806864,KAM - top 1000,Grupo,https://chat.whatsapp.com/ED3SWc4c1ZT2oeACRALSiI,120363221966674705@g.us,Promo de Rica 🛍️ #8
473343832,KAM - top 1000,Grupo,https://chat.whatsapp.com/KvP3btvte3j6t7w7m9Q6h7,120363214895946203@g.us,Promos e dicas da Jô #3
481509072,KAM - top 1000,Grupo,https://chat.whatsapp.com/Hjr3f7J3jCB5dxUy4DqPpl,120363406581754161@g.us,PROMOS 45 💗
490589317,KAM - top 1000,Grupo,https://chat.whatsapp.com/BphOj310T5a9h7yZ3I9a8l,120363401663969369@g.us,Promoções - Esportes Deluxe #1
491946853,KAM - top 1000,Grupo,https://chat.whatsapp.com/IEX4hvJtnfX3YLHRy8gpbO,120363419634026933@g.us,🚨🔥PROMOS DO DIA #7
508791975,KAM - top 1000,Grupo,https://chat.whatsapp.com/I082dejhGUl6Hii1TUdzN2,120363024939673808@g.us,💥Querido Desconto 108
511670989,KAM - top 1000,Grupo,https://chat.whatsapp.com/JT8aIzL4HNQD8N9899WpqW,120363421407346615@g.us,PROMOÇÕES DO DIA #04 ✨️ @produtinhoscomdesconto
512970471,KAM - top 1000,Grupo,https://chat.whatsapp.com/D6vTMhtpTji4R4oJ1oBcB2,120363264369239306@g.us,#4 Grupo de ofertas
514386663,KAM - top 1000,Grupo,https://chat.whatsapp.com/El2R6H8UEU90utKzg0M9eB,120363038392307215@g.us,1- Promos da Alê: Cupons e Descontos
526807890,KAM - top 1000,Grupo,https://chat.whatsapp.com/LPyuTee5x46DumQfzur4BB,120363419320417112@g.us,GRUPO VIP ACHADINHOS #29
530861291,KAM - top 1000,Grupo,https://chat.whatsapp.com/EzsDwzVMrKiHt0xXqPPoRJ,120363042852663318@g.us,🛒 Promoções do Bita - 💸 #32
531618401,MElIpro,Grupo,https://chat.whatsapp.com/LTDLmVuZQio5EqHddhRasL,120363043587323573@g.us,PROMO E DICAS 🧡cupons e +
547239300,top KAM Cross/Tech,Grupo,https://chat.whatsapp.com/JG3b8ccRQQtHsNnIwRcvE1,120363282575321817@g.us,🛒 Manual de Ofertas - Eletrônicos
565785079,KAM - top 1000,Grupo,https://chat.whatsapp.com/EY60g2bvKUQ3vTw7m8p51y,120363392372204294@g.us,PROMOS & CUPONS SHOPEE #16 ✨ @dicasdalima
593029712,KAM - top 1000,Grupo,https://chat.whatsapp.com/LAbSIcCGmwx9PCTscLT39s,120363423507395641@g.us,promoções para pobres #698
600049604,KAM - top 1000,Grupo,https://chat.whatsapp.com/IiCMiBV6jR5HbYdFh1fAp1,120363418317530167@g.us,Promos de Enxoval 🏡 #12
601159975,MElIpro,Grupo,https://chat.whatsapp.com/EVHrvfODHevIK6nAqfe6JL,120363415815169004@g.us,Moda | Casa | Kids✨️17
606319384,MElIpro,Grupo,https://chat.whatsapp.com/F7NJkwakRiNHYCvqm99YP7,120363420299506385@g.us,PROMO DO DIA 🛍️ | #8 @focanacompra
615723245,KAM - top 1000,Grupo,https://chat.whatsapp.com/DCxjP81VSPYBL6Gxv9H52C,120363056118819719@g.us,Memory Card 8MB - Promoções #2
621237108,MElIpro,Grupo,https://chat.whatsapp.com/DgKPbjSmzlw1Q3nd7MOgj7,120363370434273635@g.us,GRUPO DE PROMOÇÕES #04
624101928,KAM - top 1000,Grupo,https://chat.whatsapp.com/E1ys64DdebhHIJyvES7FhP,120363282994185499@g.us,65 • VIP GATAS DAS PROMO 💜
636693914,MElIpro,Grupo,https://chat.whatsapp.com/JY4qQRWdVEVCSDRNHSxYTH,120363299149896632@g.us,PROMOS DO DIA 10
651524151,MElIpro,Grupo,https://chat.whatsapp.com/H6A72Otw8H0BPrlTfys8II,120363387106267976@g.us,CASAMENTO NA PROMO #16
659377853,KAM - top 1000,Grupo,https://chat.whatsapp.com/Frx0bqhRtxb9gDELL5tS1T,120363409693174877@g.us,Odeio Pagar Caro 5
660319086,MElIpro,Grupo,https://chat.whatsapp.com/EwSp5TKoMts50ZkgHfnZGj,120363420374537039@g.us,Promos da Mila #10
676651691,KAM - top 1000,Grupo,https://chat.whatsapp.com/LOK7ys7CuZKAiBBuon1drt,120363419553602645@g.us,#PROMOS DO DIA #48
678610452,top KAM Cross/Tech,Grupo,https://chat.whatsapp.com/HZwM8xn312XFXh711EG8iQ,120363419919455192@g.us,SamuelF3lipe - Promoções 24
685286566,KAM - top 1000,Grupo,https://chat.whatsapp.com/KRlEAzC5E21JqQT9fzqru6,120363345371177921@g.us,Ofertas Encontrei - #15 🛍️
690775790,KAM - top 1000,Grupo,https://chat.whatsapp.com/EjovDaMbPZQDVCaNhnU3WC,120363402554611303@g.us,Indicações do Gui
695303632,MElIpro,Grupo,https://chat.whatsapp.com/D5OdEreGcV30WhGShSqJOW,120363402819489919@g.us,PROMOÇÕES E LINKS #61
699370117,MElIpro,Grupo,https://chat.whatsapp.com/K6DAzAvNur4IabDyHeb2Y3,120363401442822960@g.us,Promos Achados Tesouro😻 #27
732472905,MElIpro,Grupo,https://chat.whatsapp.com/D23i3Aocfky8tC8oAxxUn3,120363163396853096@g.us,PECHINCHAS DA CRIS 🧡🛍️#1
742314482,KAM - top 1000,Grupo,https://chat.whatsapp.com/FsvG2pXtqDX9QDfbWuaJUR,120363045029936774@g.us,PROMO DA LAILA 3 🛍️
742328965,KAM - top 1000,Grupo,https://chat.whatsapp.com/FSOKIotzhXeESsvKFAQCiA,120363419889857402@g.us,PROMOÇÕES DO DIA ✨🛍️ #10 - @achadindeluxo
