aff_if,class_atual,tipo_link,link,id,name
54887919,Bronze,Grupo,https://chat.whatsapp.com/BRi7hA0DnbXB1y8cQgNhKN,120363151010767632@g.us,Dicas da Jeni 3
59018115,Bronze,Grupo,https://chat.whatsapp.com/Jl7c2FyLSck7H9n8066kfB,120363423025571870@g.us,#25 Ofertas Baby | ÁREA VIP 🌟
75387792,Bronze,Canal,https://www.whatsapp.com/channel/0029VbBhzuQLtOj9cerbqT1R,120363422377299875@newsletter,Promoções Mind the Headphone
76331531,Gold,Grupo,https://chat.whatsapp.com/H1D0o274zFr9tn7j6zuXFu,120363295362974406@g.us,Especialista em TI #07
79957918,Bronze,Grupo,https://chat.whatsapp.com/Blf30ljQJrMHkJU9O95M1B,120363418908050091@g.us,Cuidados com a Mamãe by Dicas dos Papais
81075199,Silver,Grupo,https://chat.whatsapp.com/BlrfW6AFLntL7AQf5MXk4X,120363421415542167@g.us,Ofertas e Cupons TALITA CAVALCANTE
83215915,Bronze,Canal,https://www.whatsapp.com/channel/0029Va7jECnCcW4tZ15e8v1v,120363172116034295@newsletter,🔵 Como Clube
84848607,Bronze,Grupo,https://chat.whatsapp.com/KZqNKZ8s7LK8Qb1E7LLRLI,120363359734292336@g.us,𝟵𝟰 • 𝗣𝗥𝗢𝗠𝗢𝗦 𝗗𝗔 𝗞𝗘𝗜 🛍️
85783542,Bronze,Grupo,https://chat.whatsapp.com/D0BHUR4FcN268LsrdkU9ei,120363400319175050@g.us,#PROMOS E CUPONS PARA CICLISMO #3
89888506,Gold,Canal,https://www.whatsapp.com/channel/0029Vb6r5APCRs1p922GQk3R,120363404182205052@newsletter,VACA OFERTAS
92792646,Silver,Grupo,https://chat.whatsapp.com/GQYzvIVqQqaHShsUod5G15,120363299357849522@g.us,Cout 02 🇧🇷 Promoções e Info
98661101,Silver,Grupo,https://chat.whatsapp.com/IP7vNMXAze68XRA2syTJc6,120363366092052337@g.us,Promoção Eng. Adriano Vanjura
99920305,Bronze,Grupo,https://chat.whatsapp.com/LaIT7T7Lnm61tYbSRXlwfi,120363184958449197@g.us,Ofertas - MB50
101062228,Bronze,Grupo,https://chat.whatsapp.com/BxcqkDDIOM5DsnpQCLct7y,120363195499423635@g.us,#100 GRUPO DE OFERTAS - DICAS DA DYANE
103593513,Silver,Grupo,https://chat.whatsapp.com/Bs0eTp3UgLP5B4XUuN5bce,120363424028991395@g.us,ISAAC 217 - VIP #06
107916024,Bronze,Grupo,https://chat.whatsapp.com/IVpd2jrQu7NE3tWCpQdsEA,120363400077087250@g.us,[JTECH] Promoções Gamer #101
116913346,Bronze,Grupo,https://chat.whatsapp.com/E7dx90gbxYDATKFNFmB9cd,120363402837189497@g.us,Promos Lê Borges 2
119153550,Bronze,Grupo,https://chat.whatsapp.com/H7b70IeJmt4JLhVwlTzXKt,120363422515347054@g.us,Só Promoções OFF do Dia 0️⃣8️⃣🛍️🛒
126659569,Bronze,Grupo,https://chat.whatsapp.com/KFCBOwt8UCJ7ohDqz5IQpq,120363419810622220@g.us,PROMOS DA MARCIOLIVER #6
127000419,Silver,Grupo,https://chat.whatsapp.com/86mCYAaUVRz414ge77kXEj,5519997134690-1537102299@g.us,Grupo Menor Preço 2
127417620,Silver,Grupo,https://chat.whatsapp.com/GJnYrne3KFxK2fapjnDcBm,120363422830340959@g.us,Achou Barato - Perfumes (15)
127813707,Bronze,Grupo,https://chat.whatsapp.com/IcXesEognoYBVkT3XgX3Uo,120363418144652632@g.us,Grupo de ofertas Maurilho Tech 🔥
129155745,Bronze,Grupo,https://chat.whatsapp.com/J3KuIi9m5FKHvjpTFp9xcx,120363405852001250@g.us,@comprandoemcasa VII
129429765,Gold,Grupo,https://chat.whatsapp.com/LcJ4nacBzODJ56u4VWXKpK,120363417831684690@g.us,@dicasdasaa 6
129772863,Silver,Grupo,https://chat.whatsapp.com/C4J7WY35sWX0yGsOtcEsg5,120363422832260672@g.us,FAFA ECONOMIZA 🧡 #61
129828195,Gold,Grupo,https://chat.whatsapp.com/EunVDudvQH3E4lZMDbNRVi,120363419609800993@g.us,PROMOS GERAL #42
133467538,Silver,Grupo,https://chat.whatsapp.com/BkiWamXMtRJBq0C81r5Daa,120363398096403384@g.us,🧡Dica da Mai🧡 Bugs | cupons e ofertas #19
133993243,Silver,Grupo,https://chat.whatsapp.com/G6nAd5iRya39p0aW79o0iK,LINK QUEBRADO,LINK QUEBRADO
134739278,Silver,Grupo,https://chat.whatsapp.com/CYvzoimZmm8E3j0hM2egoW,120363422789032957@g.us,#31 CMdias(envio de promo e cupons)
138261262,Silver,Canal,https://www.whatsapp.com/channel/0029VaCTnqqC6ZvoL9Zt6n3L,120363176014092785@newsletter,PROMO TUDO 
141137057,Gold,Grupo,https://chat.whatsapp.com/JuniiVMAE5CJ4Bvx06qrVe,120363420363659006@g.us,💋@Promodegarota 62 - Promoções e Cupons💖
144342229,Bronze,Grupo,https://chat.whatsapp.com/J2gHoyWP2y98QdTX0W7U70,120363313309522108@g.us,PROMOÇÕES JESSICA NEVILE
145151245,Bronze,Canal,https://whatsapp.com/channel/0029VaniZFRB4hdLFaXPEs12,120363330612462598@newsletter,compre TUDO com desconto 🤑
147294155,Bronze,Grupo,https://chat.whatsapp.com/GlZbsfe4H0q7GdhETjruhL,120363147672890533@g.us,IMPORTAÇÃO MINHA VIDA ( LEANDRO CONSTANTINO )
149518102,Silver,Grupo,https://chat.whatsapp.com/DPSge6JrWbRBHGU13akE6T,120363403350942477@g.us,Bizu das Promoções 70
151927388,Bronze,Grupo,https://chat.whatsapp.com/F8Iuf8PvkJIK2Xz8IjEzfo,120363401354807474@g.us,🎲🎲 Oferta Boardgames 2 📢 / @gameboxtabuleiro
152436288,Silver,Grupo,https://chat.whatsapp.com/BfBkmyemsuGBkik1z0Syk7,120363421218198118@g.us,Guga Aprova ✅ DESCONTOS - 25
152450825,Bronze,Grupo,https://chat.whatsapp.com/EcTQztvLD2kJJZXu3mhVkY,120363422577093393@g.us,ACHADINHOS COM PROPÓSITO KIDS🧸
154221658,Silver,Grupo,https://chat.whatsapp.com/FAj3NgKn5D9JX9S6yXTFzm,120363420939068453@g.us,🛍🌸 A promo da Luh - G26
155205923,Bronze,Grupo,https://chat.whatsapp.com/Fqs3irXV9Lj57sk4MKNfBd,5511948193508-1626804727@g.us,💄 SYA - PROMOS (1)
155523724,Gold,Grupo,https://chat.whatsapp.com/LmSpg1uExmV4ySZd21OnWB,120363400036889703@g.us,Encontrei na web promoções #46
157729823,Bronze,Canal,https://whatsapp.com/channel/0029VaYSR7LJ93wb5eyDRq0j,120363275254873072@newsletter,Lokão das Promos
161561413,Bronze,Grupo,https://chat.whatsapp.com/G8utQ3OiM2KFHpattVAwBZ,120363397403477020@g.us,MILPROMOS SHOPEE 🛍️CASA 🏠 MODA 👚 MERCADO 🛒
161660180,Bronze,Grupo,https://chat.whatsapp.com/EJGV6vSfWXsB4JCDo5RfB6,120363424087203166@g.us,@oqcomprei Perfumes | 04
163733884,Bronze,Grupo,https://chat.whatsapp.com/CxuUhB4Rw2KC7MWHnm8cBo,120363412367655025@g.us,PROMOÇÕES DO DIA 🧡 (4)
165269796,Silver,Canal,https://whatsapp.com/channel/0029Vb6KTOB0LKZN2ee2co0y,120363419823909881@newsletter,Ofertas do Felipin 🛒🎟️
167650333,Bronze,Canal,https://whatsapp.com/channel/0029VbB2qh4KwqSSQ7RSEf0Z,120363419068828675@newsletter,Cupons - Ofertas - Achadinhos - Canal Alishow Variedades
168939981,Bronze,Grupo,https://chat.whatsapp.com/D6Ju7U58xCB0dJFgoBxWMF ,LINK QUEBRADO,LINK QUEBRADO
172632957,Bronze,Grupo,https://chat.whatsapp.com/F7VlUADlkKwGwp3GBWM9b1,LINK QUEBRADO,LINK QUEBRADO
172678449,Bronze,Grupo,https://chat.whatsapp.com/CipST1WEa0QHV7EVQz3dQu,120363420190145308@g.us,Achei pra tu 🛒 2
173454411,Silver,Grupo,https://chat.whatsapp.com/CiyFk5mh0R1EIfnDF5hqEy,120363391141524243@g.us,PECHINCHANDO LOOKS 👚👗
177778397,Bronze,Grupo,https://chat.whatsapp.com/LtYzU2gOTkfE58WqRwwatH,120363374241614435@g.us,ACHADINHOS DA ODONTO #2
178031903,Bronze,Grupo,https://chat.whatsapp.com/B4hneW5f4188GBsNQzY4AS,120363321328518946@g.us,#01 Achadinhos da Manicure Grupo #01
178915286,Bronze,Grupo,https://chat.whatsapp.com/Gjn7jhEcEyq0FjxCJll5Mx,120363424143395187@g.us,PROMO DA ERIS
179805980,Bronze,Grupo,https://chat.whatsapp.com/EYlCCSV04iWCtmGvNO2TtA,120363419317721659@g.us,PROMOÇÕES DO DIA ✨ |  #02 @achadosdoguru
181507452,Gold,Canal,https://whatsapp.com/channel/0029Vb1VwZ06hENuJrdxmC37,120363402295166761@newsletter,BIZU PARA CASA 🏠 Promoções e Cupons   
182127937,Silver,Grupo,https://chat.whatsapp.com/JacwIV6CLom60nkpYBbMwp,120363406180610712@g.us,Tech Deals 🎯 [35]
183117136,Bronze,Grupo,https://chat.whatsapp.com/HpO4DH6vdcqFJfVWwxD8U7,120363040307279344@g.us,G&L Promoções 1 🛍️🛒
186353943,Bronze,Grupo,https://chat.whatsapp.com/BuTil6mJ6gN14y3cKgqg2F,120363327434276289@g.us,Ofertas da hora do almoço 9🛍️
186778702,Bronze,Grupo,https://chat.whatsapp.com/FhEZ35BVmBVDshfzNsB6X1,120363394409065009@g.us,5Promo Mamães econômicas
186825611,Bronze,Grupo,https://chat.whatsapp.com/DyQAQszBnTIEJsFUoLMpWk,5511968863733-1632252483@g.us,Garage Honda Civic
189307190,Silver,Grupo,https://chat.whatsapp.com/H8EWddEjTvA8nZqXAnTPxu,120363423849858487@g.us,🎟️#20 Cupons do Oda - Equipamentos de Foto e Vídeo
189407558,Bronze,Grupo,https://chat.whatsapp.com/KjmW2ZHK0ET3yR55mumHxo,120363029026112721@g.us,Promos por Jenni 🛍️¹⁰
190304867,Bronze,Grupo,https://chat.whatsapp.com/H7n2SPPkQ3B6I8bXUpFnjq,120363042443318293@g.us,#acheipravoce#3
190396660,Bronze,Grupo,https://chat.whatsapp.com/Bqrczz1NdwR6HoIf0ZqP10,120363288815778564@g.us,✨ Promo do dia ✨ @ACHADOSDASCAR 🎀
190857011,Bronze,Grupo,https://chat.whatsapp.com/BDMk3Guusa4IUOaFez7Cea,120363421692731647@g.us,25° 🛍️GRUPO LOVE ACHADINHOS/ PROMO
193597038,Silver,Grupo,https://chat.whatsapp.com/DOQtqsLnSvNKaYRlfk59E1,120363163963599815@g.us,ALERTA CUPONS SHOPEE K
194918152,Silver,Grupo,https://chat.whatsapp.com/ChCgnoCD2a3Fxh8uY672p7,120363405345848642@g.us,🏁 Promoções Off Road #04
196205822,Silver,Grupo,https://chat.whatsapp.com/DeWNp1wLc556oFMPzCK1p5,120363408333058752@g.us,ACHADINHOS DA DRI 16
198037158,Silver,Grupo,https://chat.whatsapp.com/BMldb1uYJKe5mdeU9xf25k,120363313698820403@g.us,Promoções de iPhones #16
199199140,Gold,Grupo,https://chat.whatsapp.com/DYO3GUfjbNi6ZLlYEBc0hG,120363024686001502@g.us,Tech BR Ofertas
200159850,Silver,Canal,https://www.whatsapp.com/channel/0029Vb6Vz5D3WHTcixlIC035,120363418759447101@newsletter,Diário da Promo - Geral
200355621,Silver,Grupo,https://chat.whatsapp.com/CcAwjAnNTwf3j8wL5KqrTo,120363330079875770@g.us,🛍Ofertas Para Elas
200949990,Bronze,Grupo,https://chat.whatsapp.com/KIupqFGg9l9IBTHq8rlSgQ,120363419149547489@g.us,Ofertas da Gio 🧡
202022997,Silver,Grupo,https://chat.whatsapp.com/L0cgviZ43SD9j6RgA0XL2g,120363345422685998@g.us,🔥Ofertas na tela 4️⃣
202884905,Bronze,Grupo,https://chat.whatsapp.com/EPJE6EXyM5A6iOXgnWNqWZ,120363404389981159@g.us,Academia Esporte Shop [ 15 ]
202938526,Bronze,Canal,https://www.whatsapp.com/channel/0029VbBaHiEGU3BIYEcM5T3H,120363403323972055@newsletter,Ofertas/Promo Girou Chegou 
204957772,Bronze,Grupo,https://chat.whatsapp.com/BSrDYH1kaBj3K5blUhO3d9,120363024573350160@g.us,VIVO DE PROMOS 01 🛍
205255635,Bronze,Grupo,https://chat.whatsapp.com/BUhrpi6K2hW89IZpM4edNx,120363383500871474@g.us,Promos 24 Horas #49
205890946,Bronze,Grupo,https://chat.whatsapp.com/ENJSrYU3res7ZO65gFFhh7,120363406395102163@g.us,PROMOS DA LOUISE 🐾🐶
206813338,Bronze,Grupo,https://chat.whatsapp.com/Im30uqf52UwEc52ql0S9li,120363421321633280@g.us,PROMOÇÕES DO DIA✨ - #21 @achadodeamica.br
208763779,Bronze,Grupo,https://chat.whatsapp.com/BmN9ffDVUwgAC7wPy1Wqrl,120363045152243726@g.us,Buzz Promos 22 🛍️
209297929,Bronze,Grupo,https://chat.whatsapp.com/BvmTQaqhkpaE96QMeUUCsc,120363421921880842@g.us,PromoFit Club 🏋‍♀💚 #1
212408657,Bronze,Grupo,https://chat.whatsapp.com/DBxeUw7yB0xETIBjHlASiq,120363417879550653@g.us,GRUPO 1 IMPRESSÃO 3D
214152484,Gold,Grupo,https://chat.whatsapp.com/HJKjq4LJrS7KbGSWv04J5P,120363421645874543@g.us,PROMOÇÕES DO DIA #43🛍️ @achadosdatai.br
214393868,Bronze,Grupo,https://chat.whatsapp.com/DNixN0ZyK3sL7SzzsN3E5v,120363320838043034@g.us,OfertaFitBR #1
215567487,Bronze,Grupo,https://chat.whatsapp.com/BTzBd9CZROF6fJDAVErMQe,120363423192274691@g.us,Achadinhos da Prii 9 🛍️
215861349,Bronze,Grupo,https://chat.whatsapp.com/BATx3ngX7wf4ZJMDvMoWtj,120363422112455468@g.us,MAMAE_ACHOUPROMO #26
216061197,Bronze,Grupo,https://chat.whatsapp.com/FJgjCdc3Kaj2V7qzh0HaXW,120363418128407553@g.us,PromoLand 🛍️ #9
216487808,Silver,Grupo,https://chat.whatsapp.com/HpmXo0HU5Lf59J2gFwLpom,5516992265860-1627956164@g.us,Salminus Fishing PROMO 1
217901401,Bronze,Grupo,https://chat.whatsapp.com/FV9tUZPC91hBxtsREeWd7j,120363404340042162@g.us,Meu achadinho favorito
221861528,Bronze,Grupo,https://chat.whatsapp.com/IMOcURMw4WtDUkLzbidJI8,120363334175814779@g.us,MILPROMOSBELEZA
222432233,Bronze,Grupo,https://chat.whatsapp.com/L9nU6a7FMwuKxsjme3z7q3,120363417660296397@g.us,G1- AMIGAS DAS PROMOS 🛍️💕
222773587,Bronze,Grupo,https://chat.whatsapp.com/KdHqQjNeo8c7tBhWHA4k9L,120363023467907332@g.us,Mercado Dicas 02🛒🛍🏠
223570809,Silver,Grupo,https://chat.whatsapp.com/B7e6A1jz5kn9ZaAR8ZVQz4,120363044296519626@g.us,Tal de Descontinho #9
224396924,Silver,Grupo,https://chat.whatsapp.com/DttpJssKt3qGSbJ56QIVMC,5511957591590-1541595538@g.us,PROMO 9º
226046758,Gold,Grupo,https://chat.whatsapp.com/DzX3pY1A2rO2YNSNOqDJMI,120363317889921192@g.us,#300 Promo Relâmpago MEN
227069148,Gold,Grupo,https://chat.whatsapp.com/KIVUNH9QcnSHbZTRsyF0Eg,120363405838880155@g.us,Juao Cupons e Ofertas #12
228129723,Bronze,Grupo,https://chat.whatsapp.com/IvriEJYVnVtE0b9KojDwCR,LINK QUEBRADO,LINK QUEBRADO
229491441,Bronze,Grupo,https://chat.whatsapp.com/C7mR388Mhe97YpxjrS2kvO,120363406998598494@g.us,Promocoesuteiss#27
230037521,Bronze,Grupo,https://chat.whatsapp.com/FST2173m0XNBIT2XGBIKMX,5521965954675-1606356761@g.us,PROMOS DA ZAGA
237714394,Bronze,Grupo,https://chat.whatsapp.com/EhgFmmu99fXG2HEi7vh7bC,120363424123320223@g.us,26 - PROMOS CARIOCAS
238429732,Silver,Grupo,https://chat.whatsapp.com/JFKcdEfI35rJex3voVqlOl,120363347175779151@g.us,Garimpos do Math - #06
243975250,Bronze,Grupo,https://chat.whatsapp.com/F9uPnIuk1PsFmPiQ7CjmYq,120363403944446589@g.us,Achadinhos da Mih 2
246606087,Silver,Grupo,https://chat.whatsapp.com/F9HGuqqYO4RFmCOQnblB8D,553287085789-1598643431@g.us,Clube dos Descontos ⚜️
246973604,Bronze,Grupo,https://chat.whatsapp.com/Eb5QsXKleA4L9Cy5UBkEwr,120363369130812065@g.us,DICAS E PROMOS 19 🛒🛍️
247374806,Bronze,Grupo,https://chat.whatsapp.com/DAGYSW0Ta2z4uBgf41JxFA,120363351592918808@g.us,No precinho.com #2
262663582,Bronze,Grupo,https://chat.whatsapp.com/J9RzLhuLh3w6EN3uueHrcc,120363404143186463@g.us,Rainha do Bug 41
263391604,Gold,Grupo,https://chat.whatsapp.com/DhkL8uuS1oXKO5Ux9LCkHs,120363421376761813@g.us,Só Promoções do dia #82
264041761,Bronze,Grupo,https://chat.whatsapp.com/DytAPlCQPHRHXLLHDw3js5,120363330656589638@g.us,Achadinhos da Ana 08
268850426,Gold,Grupo,https://chat.whatsapp.com/LBrUk2OL2cH52HShiCpSMT,120363404994865282@g.us,💛#20 OFERTAS JEFF RECOMENDA
269270808,Bronze,Grupo,https://chat.whatsapp.com/BI694yNBzqsEQcKuP3HB8H,120363379002959080@g.us,ACHADINHOS DA ODONTO #3
269721398,Bronze,Grupo,https://chat.whatsapp.com/CRvpD0KdkKb8zK6tOdszJ7,120363044067964356@g.us,Tudo ON Promoções
271356022,Bronze,Grupo,https://chat.whatsapp.com/C86N3jXVyB25xlAjNLen9C,120363422574865470@g.us,#10 PROMOÇÕES E CUPONS 💸🛍️
271562467,Silver,Grupo,https://chat.whatsapp.com/EH8QGKRjjkeJyfA0TnGuLp,LINK QUEBRADO,LINK QUEBRADO
272209245,Bronze,Grupo,https://chat.whatsapp.com/7YjXDzQNKAl0Yw0fyqNJww,553599512098-1442766492@g.us,Grupo Sniper de Tiro
273751814,Bronze,Grupo,https://chat.whatsapp.com/GCgjQyHteZ49QpesP8BdVC,120363278420604806@g.us,🛍️ PROMOS & CUPONS | 1
273918121,Bronze,Grupo,https://chat.whatsapp.com/I2RoMkhy49cHiIkZyjer1q,120363404796958792@g.us,BAP Garage OFERTAS e CUPONS
281170132,Silver,Canal,https://whatsapp.com/channel/0029VaBTmUr5K3zMxPBUdN2K,120363168678457769@newsletter,Economizanderson - Promoções & Cupons
284855023,Bronze,Grupo,https://chat.whatsapp.com/BcrmLySElYpDqAZfFJaCd4,120363394031682162@g.us,Amiga Das Promos 4 ✨🤩
286249876,Silver,Grupo,https://chat.whatsapp.com/H8QOWi2t6GRGAN5Ff2CV9R,120363422648627567@g.us,Achei na Promo | 02
287782494,Bronze,Grupo,https://chat.whatsapp.com/CF51lo02Krr71WGxpQiChG,120363041228490180@g.us,PROMOS DA NATH 🛍️🎀 [9]
291812584,Bronze,Grupo,https://chat.whatsapp.com/Cx4VJgnKf8f8sfZ6l557gu,120363426563876691@g.us,MD LINKS #16
293046454,Bronze,Canal,https://www.whatsapp.com/channel/0029VbAwC1c9Bb5yY0BFem1d,120363403383998639@newsletter,Promoções Envolto Tech
293720044,Bronze,Grupo,https://chat.whatsapp.com/BsIXB2PTOCvEhVMHZ42dem,120363029412556247@g.us,Promos Diversas B14
294107410,Bronze,Canal,https://www.whatsapp.com/channel/0029VaXY53I9RZATLbuFWR1b,120363287994197958@newsletter,Foguetão das Promos - TECH 
296354169,Bronze,Grupo,https://chat.whatsapp.com/FT5vdyziII1IQmAp7tuqz4,120363232703689285@g.us,Letícia Casa e Decoração #01
297607087,Bronze,Grupo,https://chat.whatsapp.com/ERLAUaPyEnO8HuorgV84lo,120363423107387662@g.us,PROMOÇÕES DO DIA #19
297863053,Bronze,Grupo,https://chat.whatsapp.com/KPILWmSDXxfBoj5bjFjhrX,120363284386612051@g.us,PROMOS DA NESSA 🛍️3️⃣ @nessaachou
307709577,Bronze,Grupo,https://chat.whatsapp.com/E6OrtSIDi0A1zvk7mYqEuq,120363401805300199@g.us,ACHADINHOS DA ODONTO #7
307934370,Silver,Grupo,https://chat.whatsapp.com/HwBzTLAUKQLFUAcWfmaoXK,120363299453231926@g.us,Grupo de Ouro 1️⃣ ELETRÔNICOS 🥇
317818364,Bronze,Grupo,https://chat.whatsapp.com/B6cVL7qdoxRGTR0vviBLiT,120363306426030202@g.us,OFERTAS SHOPEE 🛒
322502351,Gold,Canal,https://whatsapp.com/channel/0029Va91Xno9WtC8aPsISF1S,120363179961855688@newsletter,SantostecPromo
323419246,Bronze,Grupo,https://chat.whatsapp.com/DLgX4YEt1x12CstIdCJLA7,120363314240010512@g.us,🔥 OFERTÔMETRO | ELAS promoções e cupons #02
323819368,Silver,Grupo,https://chat.whatsapp.com/L6ClBo7O1gx8bzi7ENGd37,120363423862385521@g.us,A Lupa Promoções #40
329855491,Bronze,Canal,https://whatsapp.com/channel/0029Vb6Rt8oLNSZwbeVZTj18,120363403841711761@newsletter,RHAVISOUND PROMOÇÕES 
330532268,Gold,Grupo,https://chat.whatsapp.com/HSIPwhZnkos4Q4upFSVlue,120363423299479775@g.us,Achados Originais G031
340577258,Silver,Grupo,https://chat.whatsapp.com/IqL8NLXgBPsJOqjPsQJce8,120363298018377845@g.us,PromosDay - Promoções
342729046,Bronze,Grupo,https://chat.whatsapp.com/Gv6WdAnjuUrCnvfHDj3Jsj,120363304320718267@g.us,📢 Crowman Tech Promoções 🛒1️⃣
358402522,Bronze,Grupo,https://chat.whatsapp.com/CFYwI669SIOF6h8Dspgdfw,120363360743146571@g.us,15# PROMO DE HOJEE 💜
366925359,Bronze,Grupo,https://chat.whatsapp.com/BDdSmnmJ7wIKgqTDmzGj5T,120363401415656175@g.us,Dicas da Kelly #10
367093050,Bronze,Grupo,https://chat.whatsapp.com/Ic8IXf0TsGwFIuMN2BdOwS,120363418847946621@g.us,24# Oferta do Momento 🖤✨
379390087,Bronze,Canal,https://whatsapp.com/channel/0029VavkCRFL2ATyYzkXv43e,120363377058707029@newsletter,Top Descontos 👟 
379432988,Silver,Grupo,https://chat.whatsapp.com/BU0SMHBm7sZIr9e9tPqAEX,120363047877372085@g.us,📱 OFERTAS VIP #06 - PAULOTEC
380017209,Bronze,Grupo,https://chat.whatsapp.com/E274nC7YmoS6jevpR5AeSN,120363420553855377@g.us,Promos da Lucy #3
380661803,Bronze,Grupo,https://chat.whatsapp.com/Cu6KAabDrCfEJjVU3PpzQi,120363321736291712@g.us,Ofertas Esportes e Saúde 
382194202,Silver,Canal,https://whatsapp.com/channel/0029VaGaBZj5vKACU9lGcr1A,120363188612412425@newsletter,Cupons da Shô 🎟🚨🛒
390160138,Bronze,Grupo,https://chat.whatsapp.com/BErWZq7RVaWL9CkwYAZxbe,120363355769098850@g.us,Cupons do Dia 🛒✨❤️#10
391449605,Bronze,Grupo,https://chat.whatsapp.com/BiimTLyzjS3Le8JvUp5Ytg,120363422008240248@g.us,Garagem OFERTAS #102
400289450,Silver,Grupo,https://chat.whatsapp.com/Bi0wA5AlFjJGGWxcKIjPEO,120363049907780887@g.us,COMPRA E VENDA FERRAMENTAS EM AÇÃO 🛠️⚙️🔩
401336483,Bronze,Grupo,https://chat.whatsapp.com/CFPqGJMJy8J7Zrt1GCkhCF,120363417352116923@g.us,Kah Indica
402250878,Silver,Grupo,https://chat.whatsapp.com/LYwEwTxNk0Q2mZ8W8QNas7,120363421869448999@g.us,#159 @promocoesdemamae
420277922,Bronze,Grupo,https://chat.whatsapp.com/C5PlHPJ7LNKAU3mwFxrdJO,LINK QUEBRADO,LINK QUEBRADO
425645979,Bronze,Grupo,https://chat.whatsapp.com/JlP7r6IOwb1Ee6upWlmecJ,120363406122881991@g.us,PROMO DO DIA #5 🥳
431811888,Bronze,Grupo,https://chat.whatsapp.com/Iae7DhW9oSW3xS9CufOvLW,120363280425365872@g.us,Achadinhos de Casa
432635271,Bronze,Grupo,https://chat.whatsapp.com/E32f5GKwWTfEVvEkjoOIXN,120363207528869693@g.us,Fast_Ofertas_
435328576,Bronze,Grupo,https://chat.whatsapp.com/GV01fjdSgP2Lvcvv1HY9Uy,120363418903773919@g.us,Promos do Thalera - Comunidade
440625458,Bronze,Grupo,https://chat.whatsapp.com/HN7dBPJGJt81HDeLZbIaXS,120363039921142363@g.us,Promos de beleza
440968000,Bronze,Grupo,https://chat.whatsapp.com/B5L2uPqt3ZJ0oeuKoUsfih,120363028020543672@g.us,DICADAJUH 03✨Promos&Ofert
455002960,Bronze,Grupo,https://chat.whatsapp.com/BB43r2sypQPCGpihn9CLHC,120363315473477127@g.us,#07 SonhoDeBebê
473569671,Bronze,Grupo,https://chat.whatsapp.com/FPJod1kG3YS7XVHmYH33P9,120363402142307110@g.us,Loukos por Tech (Cupons e Promoções) Grupo 2
477371754,Bronze,Grupo,https://chat.whatsapp.com/IY6VR10eCp5GvtjVXwv44e,120363404082001193@g.us,OFERTAS DO PORTAL REFRIGERAÇÃO
480148356,Bronze,Grupo,https://chat.whatsapp.com/KisHUes98ZbIdgXxlH456Q,120363404978094532@g.us,PROMO AGATHA 15 ( promoção | cupons  | descontos ) 😍💅
480209739,Bronze,Grupo,https://chat.whatsapp.com/GSqQwRhDAbVEduGJztWziI,120363417334114010@g.us,ACHADO OFICIAL - 1
