ID,Affiliate_segment,Afiiliate_Username,Tier,KAM Lead,KAM
1385148205,Content | TE & HE,afgg,Bronze,Thales Rimoli,Alexandre Garcia
2954395431,Content | TE & HE,JORDIREIS,Bronze,Thales Rimoli,Alexandre Garcia
129155745,Content | TE & HE,Camila,Bronze,Thales Rimoli,Alexandre Garcia
3378770,Content | TE & HE,shopmais,Bronze,Thales Rimoli,Alexandre Garcia
269789297,Content | TE & HE,mozuka,Bronze,Thales Rimoli,Alexandre Garcia
220392765,Content | TE & HE,reneparaiso,Bronze,Thales Rimoli,Alexandre Garcia
202938526,Content | TE & HE,girouchegou,Bronze,Thales Rimoli,Alexandre Garcia
1850405221,Content | TE & HE,gldabxd,Bronze,Thales Rimoli,Alexandre Garcia
71485757,Content | TE & HE,ricardohirano,Bronze,Thales Rimoli,Alexandre Garcia
1436446356,Content | TE & HE,viniciusvinicius20230728234646,Bronze,Thales Rimoli,Alexandre Garcia
208517012,Content | TE & HE,canalrcs,Bronze,Thales Rimoli,Alexandre Garcia
148547694,Content | TE & HE,smart.imagens,Bronze,Thales Rimoli,Alexandre Garcia
415440075,Content | TE & HE,vips.shopp,Bronze,Thales Rimoli,Alexandre Garcia
107916024,Content | TE & HE,jordi.tech,Bronze,Thales Rimoli,Alexandre Garcia
127813707,Content | TE & HE,maurilho_tech,Bronze,Thales Rimoli,Alexandre Garcia
246496843,Content | TE & HE,renatoberna70,Bronze,Thales Rimoli,Alexandre Garcia
178915286,Content | TE & HE,erislene_sousa,Bronze,Thales Rimoli,Alexandre Garcia
65781822,Content | TE & HE,rafinhageekantenado,Bronze,Thales Rimoli,Alexandre Garcia
314331166,Content | Cross,ofertasrelampago,Gold,Thales Rimoli,Carli Vasconcelos
1803140827,Content | Lifestyle,tenisofertas,Gold,Caroline Marion,Caroline Marion
250081476,Content | Lifestyle,lela1909003,Silver,Caroline Marion,Gabriela Oliveira
670605565,Content | Lifestyle,marinasmith,Bronze,Caroline Marion,Gabriela Oliveira
1461003474,Content | Lifestyle,PROMOLOUCAS LTDA PROMOLOUCAS LTDA,Bronze,Caroline Marion,Gabriela Oliveira
144342229,Content | Lifestyle,jessicamoraes756,Bronze,Caroline Marion,Gabriela Oliveira
646166616,Content | Lifestyle,luvilelapaes,Bronze,Caroline Marion,Gabriela Oliveira
1340298923,Content | Lifestyle,manualdorecemnascido,Bronze,Caroline Marion,Gabriela Oliveira
1096037132,Content | Lifestyle,Catia,Bronze,Caroline Marion,Gabriela Oliveira
1426420422,Content | Lifestyle,dicasdeofertas,Bronze,Caroline Marion,Gabriela Oliveira
440968000,Content | Lifestyle,dicadajuh,Bronze,Caroline Marion,Gabriela Oliveira
1408672391,Content | Lifestyle,tuanetuane20230627160833,Bronze,Caroline Marion,Gabriela Oliveira
1909872740,Content | Lifestyle,musasdapromo01,Bronze,Caroline Marion,Gabriela Oliveira
209297929,Content | Lifestyle,Felipe,Bronze,Caroline Marion,Gabriela Oliveira
1064692687,Content | Lifestyle,promosdamai,Bronze,Caroline Marion,Gabriela Oliveira
1437132261,Content | Lifestyle,JOHYCE DE AZEVEDO 45894216826 JOHYCE DE AZEVEDO 45894216826,Bronze,Caroline Marion,Gabriela Oliveira
734782220,Content | Lifestyle,alinedm,Bronze,Caroline Marion,Gabriela Oliveira
2953203570,Content | Lifestyle,promosday1,Bronze,Caroline Marion,Gabriela Oliveira
367093050,Content | Lifestyle,ofertadodomomento_,Bronze,Caroline Marion,Gabriela Oliveira
189407558,Content | Lifestyle,jennifer,Bronze,Caroline Marion,Gabriela Oliveira
1957518964,Content | Lifestyle,sp20240821134503,Bronze,Caroline Marion,Gabriela Oliveira
2359144247,Content | Lifestyle,miepromo,Bronze,Caroline Marion,Gabriela Oliveira
116913346,Content | Lifestyle,leticiaborges,Bronze,Caroline Marion,Gabriela Oliveira
280444174,Content | Lifestyle,diadepromos,Bronze,Caroline Marion,Gabriela Oliveira
2354114877,Content | Lifestyle,tioparfum,Bronze,Caroline Marion,Gabriela Oliveira
648617114,Content | Lifestyle,brunotorres,Bronze,Caroline Marion,Gabriela Oliveira
273751814,Content | Lifestyle,universo,Bronze,Caroline Marion,Gabriela Oliveira
204957772,Content | Lifestyle,lorecoelho,Bronze,Caroline Marion,Gabriela Oliveira
155205923,Content | Lifestyle,ingridysantiago,Bronze,Caroline Marion,Gabriela Oliveira
1536298884,Content | Lifestyle,isabellaisabella20231104105002,Bronze,Caroline Marion,Gabriela Oliveira
246973604,Content | Lifestyle,dicasepromos,Bronze,Caroline Marion,Gabriela Oliveira
440625458,Content | Lifestyle,saju7058571,Bronze,Caroline Marion,Gabriela Oliveira
358402522,Content | Lifestyle,promodehojee,Bronze,Caroline Marion,Gabriela Oliveira
221861528,Content | Lifestyle,vipa9017964,Bronze,Caroline Marion,Gabriela Oliveira
45185619,Content | Lifestyle,espiadefarmacia,Bronze,Caroline Marion,Gabriela Oliveira
161561413,Content | Lifestyle,larafandrade,Bronze,Caroline Marion,Gabriela Oliveira
178031903,Content | Lifestyle,brunagoldoni,Bronze,Caroline Marion,Gabriela Oliveira
1432792519,Content | Lifestyle,brunabruna20230726004229,Bronze,Caroline Marion,Gabriela Oliveira
1444457359,Content | Lifestyle,achadosdanessa,Bronze,Caroline Marion,Gabriela Oliveira
380661803,Content | Lifestyle,procasports,Bronze,Caroline Marion,Gabriela Oliveira
742314482,Content | Lifestyle,promodalaila,Bronze,Caroline Marion,Gabriela Oliveira
1390984189,Content | Lifestyle,recebidinho,Bronze,Caroline Marion,Gabriela Oliveira
186778702,Content | Lifestyle,mamaeseconomicas,Bronze,Caroline Marion,Gabriela Oliveira
205255635,Content | Lifestyle,tamiressturnichi,Bronze,Caroline Marion,Gabriela Oliveira
293720044,Content | Lifestyle,alizppasilva,Bronze,Caroline Marion,Gabriela Oliveira
287782494,Content | Lifestyle,nathalia_gabriela,Bronze,Caroline Marion,Gabriela Oliveira
1426415184,Content | Lifestyle,YES MILHAS CURSOS E TREINAMENT YES MILHAS CURSOS E TREINAMENT,Bronze,Caroline Marion,Gabriela Oliveira
272209245,Content | Lifestyle,Luciano,Bronze,Caroline Marion,Gabriela Oliveira
455002960,Content | Lifestyle,vianerabelo,Bronze,Caroline Marion,Gabriela Oliveira
2458708537,Content | Lifestyle,IAN ROBERT SANTOS S,Bronze,Caroline Marion,Gabriela Oliveira
152450825,Content | Lifestyle,Paula,Bronze,Caroline Marion,Gabriela Oliveira
308454102,Content | Lifestyle,Nicoli,Bronze,Caroline Marion,Gabriela Oliveira
480148356,Content | Lifestyle,Agatha,Bronze,Caroline Marion,Gabriela Oliveira
54887919,Content | Lifestyle,Jeniffer Paloma,Bronze,Caroline Marion,Gabriela Oliveira
208763779,Content | Lifestyle,Amanda,Bronze,Caroline Marion,Gabriela Oliveira
379390087,Content | Lifestyle,topdescontos,Bronze,Caroline Marion,Gabriela Oliveira
218124071,Content | Lifestyle,3mvjoao,Bronze,Caroline Marion,Gabriela Oliveira
644753190,Content | C&I + F&H,goma1851882,Silver,Lucas Vesterman,Ketlyn Gibeli
304274076,Content | C&I + F&H,sica4543923,Silver,Lucas Vesterman,Ketlyn Gibeli
89888506,Content | Lifestyle,evelyn_regly,Gold,Caroline Marion,Leonardo Santos
211875855,Content | Cross,Marcos,Bronze,Thales Rimoli,Nina Adler
151613737,Content | Cross,rafaelsalvador,Bronze,Thales Rimoli,Nina Adler
1452102353,Content | Cross,bugadao,Bronze,Thales Rimoli,Nina Adler
286235056,Content | Cross,larissamarchetti,Bronze,Thales Rimoli,Nina Adler
151885557,Content | Cross,luana_poliedro,Bronze,Thales Rimoli,Nina Adler
247374806,Content | Cross,62 496 687 YGOR RIBEIRO DA SIL,Bronze,Thales Rimoli,Nina Adler
6767693,Content | Cross,promobkids,Bronze,Thales Rimoli,Nina Adler
241322914,Content | Cross,promobaby,Bronze,Thales Rimoli,Nina Adler
187537453,Content | Cross,guiato,Bronze,Thales Rimoli,Nina Adler
432635271,Content | Cross,monetizacaodevideos,Bronze,Thales Rimoli,Nina Adler
261918389,Content | Cross,blackofertas,Bronze,Thales Rimoli,Nina Adler
25086949,Content | Cross,coringa_2010,Bronze,Thales Rimoli,Nina Adler
526807890,Content | Cross,achadinhosdaline,Bronze,Thales Rimoli,Nina Adler
60759037,Content | Cross,Promo,Bronze,Thales Rimoli,Nina Adler
1871694076,Content | Cross,opromoshow,Bronze,Thales Rimoli,Nina Adler
531037651,Content | Cross,felipespacebike,Bronze,Thales Rimoli,Nina Adler
486118420,Content | Cross,tatiana,Bronze,Thales Rimoli,Nina Adler
199596020,Content | Cross,shareyouroferta,Bronze,Thales Rimoli,Nina Adler
51908994,Content | Cross,jhonyalbanese,Bronze,Thales Rimoli,Nina Adler
1377978276,Content | Cross,superdicas,Bronze,Thales Rimoli,Nina Adler
1983351012,Content | Cross,priscilasilva9703,Bronze,Thales Rimoli,Nina Adler
297607087,Content | Cross,baratinhosimperdi,Bronze,Thales Rimoli,Nina Adler
1481291340,Content | Cross,pinceipincei20230914215020,Bronze,Thales Rimoli,Nina Adler
1690741909,Content | Cross,perigodaspromo,Bronze,Thales Rimoli,Nina Adler
530861291,Content | Cross,baratinos,Bronze,Thales Rimoli,Nina Adler
2238686778,Content | Cross,sopromosrelampago,Bronze,Thales Rimoli,Nina Adler
1051711586,Content | Cross,mildicasdamay,Bronze,Thales Rimoli,Nina Adler
1497771941,Content | Cross,ofertaesperta,Bronze,Thales Rimoli,Nina Adler
2009130689,Content | Cross,promokds,Bronze,Thales Rimoli,Nina Adler
311285776,Content | Cross,bigofertasvip,Bronze,Thales Rimoli,Nina Adler
7158722,Content | Cross,joaorochalucas,Bronze,Thales Rimoli,Nina Adler
580088514,Content | Cross,jejo9955894,Bronze,Thales Rimoli,Nina Adler
2015096198,Content | Cross,assessoria.rshein,Bronze,Thales Rimoli,Nina Adler
53501280,Content | Cross,promodescontocupons,Bronze,Thales Rimoli,Nina Adler
643684687,Content | Cross,bigpromos,Bronze,Thales Rimoli,Nina Adler
1433463620,Content | Cross,girlsbugs,Bronze,Thales Rimoli,Nina Adler
1821745541,Content | Cross,flashpromo,Bronze,Thales Rimoli,Nina Adler
262663582,Content | Cross,atipicostore,Bronze,Thales Rimoli,Nina Adler
72221514,Content | Cross,monedeira,Bronze,Thales Rimoli,Nina Adler
6867385,Content | Cross,ofertasml,Bronze,Thales Rimoli,Nina Adler
1590840544,Content | Cross,comprare,Bronze,Thales Rimoli,Nina Adler
190304867,Content | Cross,melissalopes,Bronze,Thales Rimoli,Nina Adler
390160138,Content | Cross,INGRID ANDRADE DA SILVA 122408,Bronze,Thales Rimoli,Nina Adler
1377796369,Content | Cross,costaester20230518184738,Bronze,Thales Rimoli,Nina Adler
288720773,Content | Cross,omundodepromos,Bronze,Thales Rimoli,Nina Adler
512825537,Content | Cross,cacadescontos,Bronze,Thales Rimoli,Nina Adler
795243402,Content | Cross,megapromos,Bronze,Thales Rimoli,Nina Adler
494747629,Content | Cross,laila,Bronze,Thales Rimoli,Nina Adler
1380412961,Content | Cross,rafaelchinacuponsbr,Bronze,Thales Rimoli,Nina Adler
269721398,Content | Cross,tudoonpromocoesofc,Bronze,Thales Rimoli,Nina Adler
1572653489,Content | Cross,cacadoresdeofertas,Bronze,Thales Rimoli,Nina Adler
1228150632,Content | Cross,kristinastefany20221030073655,Bronze,Thales Rimoli,Nina Adler
1441074384,Content | Cross,sdmlinks,Bronze,Thales Rimoli,Nina Adler
516957832,Content | Cross,sejamaiseconomico,Bronze,Thales Rimoli,Nina Adler
470806864,Content | Cross,almaderica,Bronze,Thales Rimoli,Nina Adler
39495020,Content | Cross,Tudo Sobre Promos,Bronze,Thales Rimoli,Nina Adler
448250295,Content | Cross,promodamilla,Bronze,Thales Rimoli,Nina Adler
1131148365,Content | Cross,marianaaraujopedroni,Bronze,Thales Rimoli,Nina Adler
198417628,Content | Cross,achadosdagabby,Bronze,Thales Rimoli,Nina Adler
79957918,Content | Cross,dicasdospapais,Bronze,Thales Rimoli,Nina Adler
145151245,Content | Cross,carolmndss,Bronze,Thales Rimoli,Nina Adler
809062361,Content | Cross,findpromosoficial,Bronze,Thales Rimoli,Nina Adler
1756402797,Content | Cross,jufrois,Bronze,Thales Rimoli,Nina Adler
757367286,Content | Cross,larissamarques,Bronze,Thales Rimoli,Nina Adler
63186757,Content | Cross,gabrielamachado21,Bronze,Thales Rimoli,Nina Adler
342729046,Content | Cross,crowmantechofertas,Bronze,Thales Rimoli,Nina Adler
205028015,Content | Cross,achadinhosexcelente,Bronze,Thales Rimoli,Nina Adler
194367917,Content | Cross,coma5097348,Bronze,Thales Rimoli,Nina Adler
389626545,Content | Cross,hellenhcristina2,Bronze,Thales Rimoli,Nina Adler
1578049413,Content | Cross,obf,Bronze,Thales Rimoli,Nina Adler
1381583566,Content | Cross,ofertasecreta,Bronze,Thales Rimoli,Nina Adler
192318860,Content | Cross,promosdaligia,Bronze,Thales Rimoli,Nina Adler
1396932291,Content | Cross,snakepromos,Bronze,Thales Rimoli,Nina Adler
1167640603,Content | Cross,kulakgislaine20220805120526,Bronze,Thales Rimoli,Nina Adler
1336224488,Content | Cross,recomenda360,Bronze,Thales Rimoli,Nina Adler
2444397966,Content | Cross,moisesemila,Bronze,Thales Rimoli,Nina Adler
1613964777,Content | Cross,pedrosomrs,Bronze,Thales Rimoli,Nina Adler
1446956733,Content | Cross,achadinhosdapri,Bronze,Thales Rimoli,Nina Adler
180066235,Content | Cross,promolets,Bronze,Thales Rimoli,Nina Adler
229491441,Content | Cross,alveslilian299,Bronze,Thales Rimoli,Nina Adler
5441218,Content | Cross,testesedicas,Bronze,Thales Rimoli,Nina Adler
1437278515,Content | Cross,cuponect,Bronze,Thales Rimoli,Nina Adler
130484362,Content | Cross,wanessalemosaraujo,Bronze,Thales Rimoli,Nina Adler
224168003,Content | Cross,dayanepatriarca,Bronze,Thales Rimoli,Nina Adler
45068254,Content | Cross,ASM DIGITAL COMMERCE LTDA,Bronze,Thales Rimoli,Nina Adler
126729033,Content | Cross,promocaocamacari,Bronze,Thales Rimoli,Nina Adler
1425333968,Content | Cross,dandan20230716072433,Bronze,Thales Rimoli,Nina Adler
99920305,Content | Cross,mamaesbaianas,Bronze,Thales Rimoli,Nina Adler
187270170,Content | Cross,topofertas,Bronze,Thales Rimoli,Nina Adler
408274567,Content | Cross,beautyporlivia,Bronze,Thales Rimoli,Nina Adler
337625387,Content | Cross,achadinhos4,Bronze,Thales Rimoli,Nina Adler
651524151,Content | Cross,naathmi2019,Bronze,Thales Rimoli,Nina Adler
1954038151,Content | Cross,srpromos,Bronze,Thales Rimoli,Nina Adler
183117136,Content | Cross,luanadeodatolima,Bronze,Thales Rimoli,Nina Adler
238471146,Content | Cross,akipromocoes,Bronze,Thales Rimoli,Nina Adler
257207451,Content | Cross,seuachadosonline,Bronze,Thales Rimoli,Nina Adler
494870480,Content | Cross,nejo2010997,Bronze,Thales Rimoli,Nina Adler
129633865,Content | Cross,adriellymonick,Bronze,Thales Rimoli,Nina Adler
1447302999,Content | Cross,promodocasal,Bronze,Thales Rimoli,Nina Adler
1639660026,Content | Cross,ofertasplus,Bronze,Thales Rimoli,Nina Adler
1701871528,Content | Cross,espiadeofertas,Bronze,Thales Rimoli,Nina Adler
1890922253,Content | Cross,promohype,Bronze,Thales Rimoli,Nina Adler
227092445,Content | Cross,familiavale,Bronze,Thales Rimoli,Nina Adler
2128288086,Content | Cross,luthierdouglasp,Bronze,Thales Rimoli,Nina Adler
79700914,Content | Cross,lucapuccileite,Bronze,Thales Rimoli,Nina Adler
190826551,Content | Cross,jauansantana,Bronze,Thales Rimoli,Nina Adler
76774494,Content | Cross,euadorocupom,Bronze,Thales Rimoli,Nina Adler
83636235,Content | Cross,promospravc,Bronze,Thales Rimoli,Nina Adler
1044623240,Content | Cross,cadi3168098,Bronze,Thales Rimoli,Nina Adler
1455200615,Content | Cross,garimpar,Bronze,Thales Rimoli,Nina Adler
4920261,Content | Cross,pjinsta,Bronze,Thales Rimoli,Nina Adler
292847384,Content | Cross,fillrocha,Bronze,Thales Rimoli,Nina Adler
52547326,Content | Cross,augustomestieri,Bronze,Thales Rimoli,Nina Adler
85514656,Content | Cross,fernandoricci,Bronze,Thales Rimoli,Nina Adler
287197163,Content | Cross,achamosparavc,Bronze,Thales Rimoli,Nina Adler
2582600349,Content | Cross,c20250727155157,Bronze,Thales Rimoli,Nina Adler
2569721588,Content | Cross,deborahcarvalho,Bronze,Thales Rimoli,Nina Adler
234320014,Content | Cross,larissasntana,Bronze,Thales Rimoli,Nina Adler
228650132,Content | Cross,dayanneeferreira28,Bronze,Thales Rimoli,Nina Adler
349396208,Content | Cross,grunobabriel,Bronze,Thales Rimoli,Nina Adler
1548184216,Content | Cross,promospot,Bronze,Thales Rimoli,Nina Adler
237569801,Content | Cross,wendelldelgado,Bronze,Thales Rimoli,Nina Adler
214037742,Content | Cross,casadolink,Bronze,Thales Rimoli,Nina Adler
798952817,Content | Cross,livrariaemcasa,Bronze,Thales Rimoli,Nina Adler
134814361,Content | Cross,melhorespromocoesdelivros,Bronze,Thales Rimoli,Nina Adler
19026603,Content | Cross,lupuszin,Bronze,Thales Rimoli,Nina Adler
86530568,Content | Cross,contando.historinhas,Bronze,Thales Rimoli,Nina Adler
193433190,Content | Cross,achadinhosdomiguel2,Bronze,Thales Rimoli,Nina Adler
231593167,Content | Cross,topoferta,Bronze,Thales Rimoli,Nina Adler
1476281956,Content | Cross,juliananunes001,Bronze,Thales Rimoli,Nina Adler
1690953238,Content | Cross,elisalangsch,Bronze,Thales Rimoli,Nina Adler
49674458,Content | Cross,danielsonnora,Bronze,Thales Rimoli,Nina Adler
1556490119,Content | Cross,lenosanches,Bronze,Thales Rimoli,Nina Adler
1905048784,Content | Cross,promoturl,Bronze,Thales Rimoli,Nina Adler
1393423684,Content | Cross,1001,Bronze,Thales Rimoli,Nina Adler
1481531398,Content | Cross,pxpromo,Bronze,Thales Rimoli,Nina Adler
230037521,Content | Cross,rafazagarelli,Bronze,Thales Rimoli,Nina Adler
421988581,Content | Cross,suzannemiranda,Bronze,Thales Rimoli,Nina Adler
288063877,Content | Cross,rogetognon,Bronze,Thales Rimoli,Nina Adler
175516255,Content | Cross,angela6bernardes,Bronze,Thales Rimoli,Nina Adler
1707015680,Content | Cross,outlanderFishingequip,Bronze,Thales Rimoli,Nina Adler
13770991,Content | Cross,promobuzy,Bronze,Thales Rimoli,Nina Adler
2016904512,Content | Cross,gt20241001193656,Bronze,Thales Rimoli,Nina Adler
86281592,Content | Cross,azezshop,Bronze,Thales Rimoli,Nina Adler
2296180240,Content | Cross,maiskibaratoo,Bronze,Thales Rimoli,Nina Adler
1457499617,Content | Cross,marcosoliveira,Bronze,Thales Rimoli,Nina Adler
324150232,Content | Cross,matheuszanettibarbosa,Bronze,Thales Rimoli,Nina Adler
156663872,Content | Cross,kelly.665,Bronze,Thales Rimoli,Nina Adler
48673895,Content | C&I + F&H,tabaratotalita,Bronze,Lucas Vesterman,Pedro Herrera
467431559,Content | C&I + F&H,mf20250224065915,Bronze,Lucas Vesterman,Pedro Herrera
217901401,Content | C&I + F&H,mariliaalvesdasilva,Bronze,Lucas Vesterman,Pedro Herrera
768924215,Content | C&I + F&H,_achadosdatami,Bronze,Lucas Vesterman,Pedro Herrera
414361911,Content | C&I + F&H,baarbiemx,Bronze,Lucas Vesterman,Pedro Herrera
296354169,Content | C&I + F&H,leticiaexel9,Bronze,Lucas Vesterman,Pedro Herrera
600049604,Content | C&I + F&H,homejessicalima,Bronze,Lucas Vesterman,Pedro Herrera
2553619058,Content | C&I + F&H,grupowhats,Bronze,Lucas Vesterman,Pedro Herrera
1461645780,Content | C&I + F&H,larfelizoficial,Bronze,Lucas Vesterman,Pedro Herrera
2560834610,Content | C&I + F&H,leticiadescontos,Bronze,Lucas Vesterman,Pedro Herrera
1665449142,Content | C&I + F&H,raquelcicero,Bronze,Lucas Vesterman,Pedro Herrera
108321405,Content | C&I + F&H,tamarudanilo,Bronze,Lucas Vesterman,Pedro Herrera
676651691,Content | C&I + F&H,tatianeparisoto,Bronze,Lucas Vesterman,Pedro Herrera
490524922,Content | C&I + F&H,camilaemendes,Bronze,Lucas Vesterman,Pedro Herrera
214872957,Content | C&I + F&H,heca195607,Bronze,Lucas Vesterman,Pedro Herrera
284855023,Content | C&I + F&H,thuannysmello,Bronze,Lucas Vesterman,Pedro Herrera
179805980,Content | C&I + F&H,achadosdoguru,Bronze,Lucas Vesterman,Pedro Herrera
511670989,Content | C&I + F&H,macedoalexiaoliveira,Bronze,Lucas Vesterman,Pedro Herrera
742328965,Content | C&I + F&H,lele-gomesleandro,Bronze,Lucas Vesterman,Pedro Herrera
172678449,Content | C&I + F&H,thaisarraisdemattos,Bronze,Lucas Vesterman,Pedro Herrera
323419246,Content | C&I + F&H,ofertometro,Bronze,Lucas Vesterman,Pedro Herrera
47897711,Content | C&I + F&H,promosuteis,Bronze,Lucas Vesterman,Pedro Herrera
30107921,Content | C&I + F&H,ramosk8677,Bronze,Lucas Vesterman,Pedro Herrera
401336483,Content | C&I + F&H,ACHADINHOS DA DANI LTDA,Bronze,Lucas Vesterman,Pedro Herrera
163733884,Content | C&I + F&H,achadikas,Bronze,Lucas Vesterman,Pedro Herrera
1488032118,Content | C&I + F&H,promocoesaleatorias,Bronze,Lucas Vesterman,Pedro Herrera
1085104628,Content | C&I + F&H,socialmedcomunicacao,Bronze,Lucas Vesterman,Pedro Herrera
1875530332,Content | C&I + F&H,do20240626105222,Bronze,Lucas Vesterman,Pedro Herrera
228129723,Content | C&I + F&H,havilalevindo16,Bronze,Lucas Vesterman,Pedro Herrera
366925359,Content | C&I + F&H,Grace,Bronze,Lucas Vesterman,Pedro Herrera
241190871,Content | C&I + F&H,sida6935296,Bronze,Lucas Vesterman,Pedro Herrera
200779497,Content | C&I + F&H,rial9363204,Bronze,Lucas Vesterman,Pedro Herrera
380017209,Content | C&I + F&H,lucysousa,Bronze,Lucas Vesterman,Pedro Herrera
1438644346,Content | C&I + F&H,peuhmenezes,Bronze,Lucas Vesterman,Pedro Herrera
215861349,Content | C&I + F&H,elisangelabbastos,Bronze,Lucas Vesterman,Pedro Herrera
818611603,Content | C&I + F&H,anca5499441,Bronze,Lucas Vesterman,Pedro Herrera
215567487,Content | C&I + F&H,priscilapessanha401,Bronze,Lucas Vesterman,Pedro Herrera
1933798586,Content | C&I + F&H,fabyfranco,Bronze,Lucas Vesterman,Pedro Herrera
127225167,Content | C&I + F&H,fernandesnara24,Bronze,Lucas Vesterman,Pedro Herrera
527607504,Content | C&I + F&H,foradacurca,Bronze,Lucas Vesterman,Pedro Herrera
1416689790,Content | C&I + F&H,marianacabral,Bronze,Lucas Vesterman,Pedro Herrera
2534577851,Content | C&I + F&H,c20250705112704,Silver,Lucas Vesterman,Pedro Herrera
377046315,Content | C&I + F&H,nossacasaofertas,Silver,Lucas Vesterman,Pedro Herrera
133993243,Content | C&I + F&H,Valeria Justo,Silver,Lucas Vesterman,Pedro Herrera
1880667258,Content | C&I + F&H,dv20240630000455,Silver,Lucas Vesterman,Pedro Herrera
210939551,Content | Other,monetizacaodevideos,Bronze,Lucas Vesterman,Pedro Herrera
725268701,Content | Other,mogu4015772,Bronze,Lucas Vesterman,Pedro Herrera
580275618,Content | Other,pethersoncunha,Bronze,Lucas Vesterman,Pedro Herrera
116082649,Content | Other,Lucas,Bronze,Lucas Vesterman,Pedro Herrera
130629982,Content | Other,canalpolitica,Bronze,Lucas Vesterman,Pedro Herrera
32483638,Content | Other,thiagosilva159,Bronze,Lucas Vesterman,Pedro Herrera
329855491,Content | Other,eduardozyzzem,Bronze,Lucas Vesterman,Pedro Herrera
1179990663,Content | Other,mendoncawemerson20220815152301,Bronze,Lucas Vesterman,Pedro Herrera
581644246,Content | Other,overuning,Bronze,Lucas Vesterman,Pedro Herrera
47898814,Content | Other,mediosde6,Bronze,Lucas Vesterman,Pedro Herrera
158157556,Content | Other,autolimpeparceiros,Bronze,Lucas Vesterman,Pedro Herrera
91150263,Content | Other,jookombi,Bronze,Lucas Vesterman,Pedro Herrera
701408912,Content | Other,nead8492935,Bronze,Lucas Vesterman,Pedro Herrera
212484230,Content | Other,helberpacheco,Silver,Lucas Vesterman,Pedro Herrera
273918121,Content | Other,rafael.baptistini,Bronze,Lucas Vesterman,Pedro Herrera
248128484,Content | Other,garagemcarup,Bronze,Lucas Vesterman,Pedro Herrera
618931688,Content | Other,motosemetal,Bronze,Lucas Vesterman,Pedro Herrera
2417930507,Content | Other,bate papo automotivo,Bronze,Lucas Vesterman,Pedro Herrera
209810908,Content | C&I + F&H,larcaprichado,Bronze,Lucas Vesterman,Pedro Herrera
1704701634,Content | C&I + F&H,comtudocasa7,Bronze,Lucas Vesterman,Pedro Herrera
