cust_id,Classificação Atual,deals group on wpp?,tipo_link,link Whatsapp,group_id,group_name,monitorado,device
99920305,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/LaIT7T7Lnm61tYbSRXlwfi,120363184958449197@g.us,Ofertas - MB50,Sim,waha-meli-2
103593513,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/Bs0eTp3UgLP5B4XUuN5bce,120363424028991395@g.us,ISAAC 217 - VIP #06,Sim,waha-meli-3
107916024,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/IVpd2jrQu7NE3tWCpQdsEA,120363400077087250@g.us,[JTECH] Promoções Gamer #101,Sim,waha-meli-2
116913346,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/HM6ZWEDrIOWIJtATlEsYdN,120363420305187762@g.us,Promos Lê Borges,Sim,waha-meli-2
119153550,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/H7b70IeJmt4JLhVwlTzXKt,120363422515347054@g.us,Só Promoções OFF do Dia 0️⃣8️⃣🛍️🛒,Sim,waha-meli-2
126659569,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/KFCBOwt8UCJ7ohDqz5IQpq,120363419810622220@g.us,PROMOS DA MARCIOLIVER #6,Sim,waha-meli-3
127000419,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/93LXSioagaoBDor4zWvLNC,5519997134690-1535754083@g.us,Grupo Menor Preço 1,Sim,waha-meli-2
127813707,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/IcXesEognoYBVkT3XgX3Uo,120363418144652632@g.us,Grupo de ofertas Maurilho Tech 🔥,Sim,waha-meli-2
129155745,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/J3KuIi9m5FKHvjpTFp9xcx,120363405852001250@g.us,@comprandoemcasa VII,Sim,waha-meli-2
129429765,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/LcJ4nacBzODJ56u4VWXKpK,120363417831684690@g.us,@dicasdasaa 6,Sim,waha-meli-teste
129772863,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/EgkspEb3wfuCI6MpkiNaaY,120363422664593235@g.us,Promos e Cupons do dia ✨ 10 @achadoseconomyza,Sim,waha-meli-3
129828195,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/EunVDudvQH3E4lZMDbNRVi,120363419609800993@g.us,PROMOS GERAL #42,Sim,waha-meli-teste
133467538,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/BS66ClwRevPEs87P4lNc3C,120363423752428538@g.us,"💜Dica da Mai💜 Bugs, cupons e ofertas #21",Sim,waha-meli-3
133993243,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/G6nAd5iRya39p0aW79o0iK,,,Sim,waha-meli-3
134739278,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/CYvzoimZmm8E3j0hM2egoW,120363422789032957@g.us,#31 CMdias(envio de promo e cupons),Sim,waha-meli-2
138261262,Silver,Tem grupo,Canal,https://www.whatsapp.com/channel/0029Vb6knTI7z4kgXAHrcE0B,120363423929239937@newsletter,TECNAN OFERTAS 2,Sim,waha-meli-3
141137057,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/JuniiVMAE5CJ4Bvx06qrVe,120363420363659006@g.us,💋@Promodegarota 62 - Promoções e Cupons💖,Sim,waha-meli-teste
144342229,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/J2gHoyWP2y98QdTX0W7U70,120363313309522108@g.us,PROMOÇÕES JESSICA NEVILE,Sim,waha-meli-2
147294155,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/GlZbsfe4H0q7GdhETjruhL,120363147672890533@g.us,IMPORTAÇÃO MINHA VIDA ( LEANDRO CONSTANTINO ),Sim,waha-meli-2
149518102,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/DPSge6JrWbRBHGU13akE6T,120363403350942477@g.us,Bizu das Promoções 70,Sim,waha-meli-2
151927388,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/F8Iuf8PvkJIK2Xz8IjEzfo,120363401354807474@g.us,🎲🎲 Oferta Boardgames 2 📢 / @gameboxtabuleiro,Sim,waha-meli-2
152436288,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/BfBkmyemsuGBkik1z0Syk7,120363421218198118@g.us,Guga Aprova ✅ DESCONTOS - 25,Sim,waha-meli-2
154221658,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/FAj3NgKn5D9JX9S6yXTFzm,120363420939068453@g.us,🛍🌸 A promo da Luh - G26,Sim,waha-meli-2
155205923,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/GdY4N7aqCv13r3uZ6qdx2L,120363161380643387@g.us,PROMOS - HOME SYA🏠✨,Sim,waha-meli-2
155523724,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/LmSpg1uExmV4ySZd21OnWB,120363400036889703@g.us,Encontrei na web promoções #46,Sim,waha-meli-teste
157729823,Bronze,Tem grupo,Canal,https://whatsapp.com/channel/0029VaYSR7LJ93wb5eyDRq0j,120363275254873072@newsletter,Lokão das Promos,Sim,waha-meli-2
161660180,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/EJGV6vSfWXsB4JCDo5RfB6,120363424087203166@g.us,@oqcomprei Perfumes | 04,Sim,waha-meli-3
163733884,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/CxuUhB4Rw2KC7MWHnm8cBo,120363412367655025@g.us,PROMOÇÕES DO DIA 🧡 (4),Sim,waha-meli-2
165269796,Silver,Tem grupo,Canal,https://whatsapp.com/channel/0029Vb6KTOB0LKZN2ee2co0y,120363419823909881@newsletter,Ofertas do Felipin 🛒🎟️,Sim,waha-meli-2
167650333,Bronze,Tem grupo,Canal,https://whatsapp.com/channel/0029VbB2qh4KwqSSQ7RSEf0Z,120363419068828675@newsletter,Cupons - Ofertas - Achadinhos - Canal Alishow Variedades,Sim,waha-meli-3
168939981,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/D6Ju7U58xCB0dJFgoBxWMF ,,,Sim,waha-meli-3
172678449,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/CipST1WEa0QHV7EVQz3dQu,120363420190145308@g.us,Achei pra tu 🛒 2,Sim,waha-meli-2
173454411,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/CiyFk5mh0R1EIfnDF5hqEy,120363391141524243@g.us,PECHINCHANDO LOOKS 👚👗,Sim,waha-meli-3
177778397,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/LtYzU2gOTkfE58WqRwwatH,120363374241614435@g.us,ACHADINHOS DA ODONTO #2,Sim,waha-meli-3
178031903,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/B4hneW5f4188GBsNQzY4AS,120363321328518946@g.us,#01 Achadinhos da Manicure Grupo #01,Sim,waha-meli-2
178915286,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/Gjn7jhEcEyq0FjxCJll5Mx,120363424143395187@g.us,PROMO DA ERIS,Sim,waha-meli-3
179805980,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/EYlCCSV04iWCtmGvNO2TtA,120363419317721659@g.us,PROMOÇÕES DO DIA ✨ |  #02 @achadosdoguru,Sim,waha-meli-3
181507452,Gold,Tem grupo,Canal,https://whatsapp.com/channel/0029Vb1VwZ06hENuJrdxmC37,120363402295166761@newsletter,BIZU PARA CASA 🏠 Promoções e Cupons   ,Sim,waha-meli-teste
182127937,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/JacwIV6CLom60nkpYBbMwp,120363406180610712@g.us,Tech Deals 🎯 [35],Sim,waha-meli-2
183117136,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/HpO4DH6vdcqFJfVWwxD8U7,120363040307279344@g.us,G&L Promoções 1 🛍️🛒,Sim,waha-meli-3
186353943,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/BuTil6mJ6gN14y3cKgqg2F,120363327434276289@g.us,Ofertas da hora do almoço 9🛍️,Sim,waha-meli-3
186778702,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/FhEZ35BVmBVDshfzNsB6X1,120363394409065009@g.us,5Promo Mamães econômicas,Sim,waha-meli-2
186825611,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/JbzoIvAQVSIKdzMHK1Xuyo,556692243055-1614900270@g.us,Garage Honda City 2,Sim,waha-meli-2
189307190,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/H8EWddEjTvA8nZqXAnTPxu,120363423849858487@g.us,🎟️#20 Cupons do Oda - Equipamentos de Foto e Vídeo,Sim,waha-meli-3
189407558,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/KjmW2ZHK0ET3yR55mumHxo,120363029026112721@g.us,Promos por Jenni 🛍️¹⁰,Sim,waha-meli-3
190304867,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/H7n2SPPkQ3B6I8bXUpFnjq,120363042443318293@g.us,#acheipravoce#3,Sim,waha-meli-2
190396660,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/IkpUHgtQC4TKbyc7QHlpPR,120363365501406438@g.us,Promo do dia✨ #4 - @ACHADOSDASCAR 🎀,Sim,waha-meli-2
190857011,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/BDMk3Guusa4IUOaFez7Cea,120363421692731647@g.us,25° 🛍️GRUPO LOVE ACHADINHOS/ PROMO,Sim,waha-meli-3
194918152,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/LFSAK6llaEVEQtUBg6rtIZ,120363425109008381@g.us,🏁 Promoções Off Road #05,Sim,waha-meli-2
196205822,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/DeWNp1wLc556oFMPzCK1p5,120363408333058752@g.us,ACHADINHOS DA DRI 16,Sim,waha-meli-3
199199140,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/DYO3GUfjbNi6ZLlYEBc0hG,120363024686001502@g.us,Tech BR Ofertas,Sim,waha-meli-teste
200159850,Silver,Tem grupo,Canal,https://www.whatsapp.com/channel/0029Vb6Vz5D3WHTcixlIC035,120363418759447101@newsletter,Diário da Promo - Geral,Sim,waha-meli-3
200355621,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/IgaWWqDOpnV9uQwvsG50Ge,120363321909379363@g.us,🛍 Sergipe Ofertas #01,Sim,waha-meli-2
200949990,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/KIupqFGg9l9IBTHq8rlSgQ,120363419149547489@g.us,Ofertas da Gio 🧡,Sim,waha-meli-3
202022997,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/L0cgviZ43SD9j6RgA0XL2g,120363345422685998@g.us,🔥Ofertas na tela 4️⃣,Sim,waha-meli-2
202938526,Bronze,Tem grupo,Canal,https://www.whatsapp.com/channel/0029VbBaHiEGU3BIYEcM5T3H,120363403323972055@newsletter,Ofertas/Promo Girou Chegou ,Sim,waha-meli-2
204957772,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/BSrDYH1kaBj3K5blUhO3d9,120363024573350160@g.us,VIVO DE PROMOS 01 🛍,Sim,waha-meli-3
205255635,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/BUhrpi6K2hW89IZpM4edNx,120363383500871474@g.us,Promos 24 Horas #49,Sim,waha-meli-3
205890946,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/ENJSrYU3res7ZO65gFFhh7,120363406395102163@g.us,PROMOS DA LOUISE 🐾🐶,Sim,waha-meli-2
206813338,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/Im30uqf52UwEc52ql0S9li,120363421321633280@g.us,PROMOÇÕES DO DIA✨ - #21 @achadodeamica.br,Sim,waha-meli-2
208763779,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/BmN9ffDVUwgAC7wPy1Wqrl,120363045152243726@g.us,Buzz Promos 22 🛍️,Sim,waha-meli-2
209297929,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/BvmTQaqhkpaE96QMeUUCsc,120363421921880842@g.us,PromoFit Club 🏋‍♀💚 #1,Sim,waha-meli-3
212408657,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/DBxeUw7yB0xETIBjHlASiq,120363417879550653@g.us,GRUPO 1 IMPRESSÃO 3D,Sim,waha-meli-2
214152484,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/HJKjq4LJrS7KbGSWv04J5P,120363421645874543@g.us,PROMOÇÕES DO DIA #43🛍️ @achadosdatai.br,Sim,waha-meli-teste
214393868,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/DNixN0ZyK3sL7SzzsN3E5v,120363320838043034@g.us,OfertaFitBR #1,Sim,waha-meli-3
215567487,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/BTzBd9CZROF6fJDAVErMQe,120363423192274691@g.us,Achadinhos da Prii 9 🛍️,Sim,waha-meli-2
215861349,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/BATx3ngX7wf4ZJMDvMoWtj,120363422112455468@g.us,MAMAE_ACHOUPROMO #26,Sim,waha-meli-3
216061197,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/FJgjCdc3Kaj2V7qzh0HaXW,120363418128407553@g.us,PromoLand 🛍️ #9,Sim,waha-meli-2
217901401,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/FV9tUZPC91hBxtsREeWd7j,120363404340042162@g.us,Meu achadinho favorito,Sim,waha-meli-3
221861528,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/IMOcURMw4WtDUkLzbidJI8,120363334175814779@g.us,MILPROMOSBELEZA,Sim,waha-meli-2
222432233,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/L9nU6a7FMwuKxsjme3z7q3,120363417660296397@g.us,G1- AMIGAS DAS PROMOS 🛍️💕,Sim,waha-meli-2
222773587,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/KdHqQjNeo8c7tBhWHA4k9L,120363023467907332@g.us,Mercado Dicas 02🛒🛍🏠,Sim,waha-meli-3
223570809,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/B7e6A1jz5kn9ZaAR8ZVQz4,120363044296519626@g.us,Tal de Descontinho #9,Sim,waha-meli-2
224396924,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/DttpJssKt3qGSbJ56QIVMC,5511957591590-1541595538@g.us,PROMO 9º,Sim,waha-meli-2
226046758,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/DzX3pY1A2rO2YNSNOqDJMI,120363317889921192@g.us,#300 Promo Relâmpago MEN,Sim,waha-meli-teste
227069148,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/KIVUNH9QcnSHbZTRsyF0Eg,120363405838880155@g.us,Juao Cupons e Ofertas #12,Sim,waha-meli-teste
228129723,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/IvriEJYVnVtE0b9KojDwCR,,,Sim,waha-meli-2
230037521,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/FST2173m0XNBIT2XGBIKMX,5521965954675-1606356761@g.us,PROMOS DA ZAGA,Sim,waha-meli-3
237714394,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/EhgFmmu99fXG2HEi7vh7bC,120363424123320223@g.us,26 - PROMOS CARIOCAS,Sim,waha-meli-2
238429732,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/JFKcdEfI35rJex3voVqlOl,120363347175779151@g.us,Garimpos do Math - #06,Sim,waha-meli-2
243975250,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/F9uPnIuk1PsFmPiQ7CjmYq,120363403944446589@g.us,Achadinhos da Mih 2,Sim,waha-meli-3
246606087,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/F9HGuqqYO4RFmCOQnblB8D,553287085789-1598643431@g.us,Clube dos Descontos ⚜️,Sim,waha-meli-3
246973604,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/Eb5QsXKleA4L9Cy5UBkEwr,120363369130812065@g.us,DICAS E PROMOS 19 🛒🛍️,Sim,waha-meli-3
247374806,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/DAGYSW0Ta2z4uBgf41JxFA,120363351592918808@g.us,No precinho.com #2,Sim,waha-meli-3
262663582,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/J9RzLhuLh3w6EN3uueHrcc,120363404143186463@g.us,Rainha do Bug 41,Sim,waha-meli-2
263391604,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/DhkL8uuS1oXKO5Ux9LCkHs,120363421376761813@g.us,Só Promoções do dia #82,Sim,waha-meli-teste
264041761,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/DytAPlCQPHRHXLLHDw3js5,120363330656589638@g.us,Achadinhos da Ana 08,Sim,waha-meli-3
268850426,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/LBrUk2OL2cH52HShiCpSMT,120363404994865282@g.us,💛#20 OFERTAS JEFF RECOMENDA,Sim,waha-meli-teste
269270808,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/Goov6WvaP2j584yf5bbnVq,120363423259850859@g.us,#12 EMPÓRIO DO PERFUME ⚡️,Sim,waha-meli-2
269721398,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/F1jViMsKHuY7RpCoPoUbhq,120363424194092850@g.us,Tudo ON Promoções #4,Sim,waha-meli-2
271356022,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/H49zUz1Z93809ZS9vJh8Ay,120363211151572693@g.us,#1 Promoções & Descontos 🛍️💸,Sim,waha-meli-3
271562467,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/EH8QGKRjjkeJyfA0TnGuLp,,,Sim,waha-meli-3
272209245,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/7YjXDzQNKAl0Yw0fyqNJww,553599512098-1442766492@g.us,Grupo Sniper de Tiro,Sim,waha-meli-2
273751814,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/GCgjQyHteZ49QpesP8BdVC,120363278420604806@g.us,🛍️ PROMOS & CUPONS | 1,Sim,waha-meli-2
273918121,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/I2RoMkhy49cHiIkZyjer1q,120363404796958792@g.us,BAP Garage OFERTAS e CUPONS,Sim,waha-meli-2
281170132,Silver,Tem grupo,Canal,https://whatsapp.com/channel/0029VaBTmUr5K3zMxPBUdN2K,120363168678457769@newsletter,"Economizanderson - Promoções , Cupons",Sim,waha-meli-2
284855023,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/BcrmLySElYpDqAZfFJaCd4,120363394031682162@g.us,Amiga Das Promos 4 ✨🤩,Sim,waha-meli-3
286249876,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/H8QOWi2t6GRGAN5Ff2CV9R,120363422648627567@g.us,Achei na Promo | 02,Sim,waha-meli-2
287782494,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/GThkMkKAiipAGrbNNd46Th,120363040363876065@g.us,PROMOS DA NATH 🛍️🎀 [4],Sim,waha-meli-3
291812584,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/Cx4VJgnKf8f8sfZ6l557gu,120363426563876691@g.us,MD LINKS #16,Sim,waha-meli-2
293046454,Bronze,Tem grupo,Canal,https://www.whatsapp.com/channel/0029VbAwC1c9Bb5yY0BFem1d,120363403383998639@newsletter,Promoções Envolto Tech,Sim,waha-meli-3
293720044,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/EEvGKkVoocLH9aNvzKPwzl,120363042284304568@g.us,Promoções Família 44,Sim,waha-meli-2
294107410,Bronze,Tem grupo,Canal,https://www.whatsapp.com/channel/0029VaXY53I9RZATLbuFWR1b,120363287994197958@newsletter,Foguetão das Promos - TECH ,Sim,waha-meli-2
296354169,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/FT5vdyziII1IQmAp7tuqz4,120363232703689285@g.us,Letícia Casa e Decoração #01,Sim,waha-meli-2
297607087,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/ERLAUaPyEnO8HuorgV84lo,120363423107387662@g.us,PROMOÇÕES DO DIA #19,Sim,waha-meli-3
297863053,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/KPILWmSDXxfBoj5bjFjhrX,120363284386612051@g.us,PROMOS DA NESSA 🛍️3️⃣ @nessaachou,Sim,waha-meli-2
307934370,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/HwBzTLAUKQLFUAcWfmaoXK,120363299453231926@g.us,Grupo de Ouro 1️⃣ ELETRÔNICOS 🥇,Sim,waha-meli-2
317818364,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/B6cVL7qdoxRGTR0vviBLiT,120363306426030202@g.us,OFERTAS SHOPEE 🛒,Sim,waha-meli-3
322502351,Gold,Tem grupo,Canal,https://whatsapp.com/channel/0029Va91Xno9WtC8aPsISF1S,120363179961855688@newsletter,SantostecPromo,Sim,waha-meli-teste
323819368,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/L6ClBo7O1gx8bzi7ENGd37,120363423862385521@g.us,A Lupa Promoções #40,Sim,waha-meli-2
329855491,Bronze,Tem grupo,Canal,https://whatsapp.com/channel/0029Vb6Rt8oLNSZwbeVZTj18,120363403841711761@newsletter,RHAVISOUND PROMOÇÕES ,Sim,waha-meli-2
330532268,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/HSIPwhZnkos4Q4upFSVlue,120363423299479775@g.us,Achados Originais G031,Sim,waha-meli-teste
340577258,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/IqL8NLXgBPsJOqjPsQJce8,120363298018377845@g.us,PromosDay - Promoções,Sim,waha-meli-2
342729046,Bronze,Tem grupo,Canal,https://whatsapp.com/channel/0029Vb78YSn1iUxgqFPS9x1i,120363404856390150@newsletter,CT - Promoções e Cupons 🛒,Sim,waha-meli-2
358402522,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/CFYwI669SIOF6h8Dspgdfw,120363360743146571@g.us,15# PROMO DE HOJEE 💜,Sim,waha-meli-2
366925359,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/BDdSmnmJ7wIKgqTDmzGj5T,120363401415656175@g.us,Dicas da Kelly #10,Sim,waha-meli-2
367093050,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/Ic8IXf0TsGwFIuMN2BdOwS,120363418847946621@g.us,24# Oferta do Momento 🖤✨,Sim,waha-meli-3
