ID,Affiliate_segment,Afiiliate_Username,Tier,KAM Lead,KAM
1231254149,Content | Lifestyle,tenislinks,Silver,Caroline Marion,Renan Oshita
2002635933,Content | Lifestyle,comparebaby,Silver,Caroline Marion,Renan Oshita
1000721580,Content | Lifestyle,gatasdegrife,Silver,Caroline Marion,Renan Oshita
2296094924,Content | Lifestyle,dudufernandes,Silver,Caroline Marion,Renan Oshita
1436537652,Content | Lifestyle,clubebabypromos,Silver,Caroline Marion,Renan Oshita
https://t.me/achadinhossdepromo,Content | Lifestyle,kk20230720165842,Silver,Caroline Marion,Renan Oshita
200159850,Content | Lifestyle,diariodapromo,Silver,Caroline Marion,Renan Oshita
565785079,Content | Lifestyle,dicasdalima,Silver,Caroline Marion,Renan Oshita
2901295274,Content | Lifestyle,achadosdaraina,Silver,Caroline Marion,Renan Oshita
192108822,Content | Lifestyle,ghlu3940964,Bronze,Caroline Marion,Renan Oshita
261766502,Content | Lifestyle,sereiapromo,Bronze,Caroline Marion,Renan Oshita
190396660,Content | Lifestyle,lea.fabullosa14,Bronze,Caroline Marion,Renan Oshita
98120725,Content | Lifestyle,moisesnairon,Bronze,Caroline Marion,Renan Oshita
222773587,Content | Lifestyle,mamaedicas,Bronze,Caroline Marion,Renan Oshita
291812584,Content | Lifestyle,Julio Cezar,Bronze,Caroline Marion,Renan Oshita
490589317,Content | Lifestyle,vendasfmg,Bronze,Caroline Marion,Renan Oshita
420553279,Content | Lifestyle,maryajcs,Bronze,Caroline Marion,Renan Oshita
222432233,Content | Lifestyle,54 025 731 ANA LAURA LOPES CAR,Bronze,Caroline Marion,Renan Oshita
214393868,Content | Lifestyle,nufarias,Bronze,Caroline Marion,Renan Oshita
105889403,Content | Lifestyle,yasmin,Bronze,Caroline Marion,Renan Oshita
1423860627,Content | Lifestyle,promostequero,Bronze,Caroline Marion,Renan Oshita
2529067622,Content | Lifestyle,Felipe,Bronze,Caroline Marion,Renan Oshita
1776938790,Content | Lifestyle,diar20240418100341,Bronze,Caroline Marion,Renan Oshita
1444756345,Content | Lifestyle,flapromo,Bronze,Caroline Marion,Renan Oshita
1047116544,Content | Lifestyle,natura,Bronze,Caroline Marion,Renan Oshita
264041761,Content | Lifestyle,adoroprecinho,Bronze,Caroline Marion,Renan Oshita
229837054,Content | Lifestyle,shelovers,Bronze,Caroline Marion,Renan Oshita
2577473496,Content | Lifestyle,pm20250722131714,Bronze,Caroline Marion,Renan Oshita
9110980,Content | Lifestyle,pepperofertas,Bronze,Caroline Marion,Renan Oshita
297863053,Content | Lifestyle,dicasnessa,Bronze,Caroline Marion,Renan Oshita
796286749,Content | Lifestyle,savewhey,Bronze,Caroline Marion,Renan Oshita
1112956306,Content | Lifestyle,monetizacaodevideos,Bronze,Caroline Marion,Renan Oshita
2648870365,Content | Lifestyle,daof20240325204103,Bronze,Caroline Marion,Renan Oshita
1128477483,Content | Lifestyle,acasadoatleta,Bronze,Caroline Marion,Renan Oshita
1486080662,Content | Lifestyle,leticiaapego,Bronze,Caroline Marion,Renan Oshita
707100707,Content | Lifestyle,soutiagoleite,Bronze,Caroline Marion,Renan Oshita
151927388,Content | Lifestyle,gameboxtabuleiro,Bronze,Caroline Marion,Renan Oshita
2342750641,Content | Lifestyle,variaspromos,Bronze,Caroline Marion,Renan Oshita
2070668423,Content | Lifestyle,car_style84,Bronze,Caroline Marion,Renan Oshita
443862360,Content | Lifestyle,moreschi13,Bronze,Caroline Marion,Renan Oshita
140193330,Content | Lifestyle,bibika-melissa13,Bronze,Caroline Marion,Renan Oshita
204594637,Content | Lifestyle,fehsette,Bronze,Caroline Marion,Renan Oshita
186353943,Content | Lifestyle,jessicabarbosa925,Bronze,Caroline Marion,Renan Oshita
200897985,Content | Lifestyle,rodrigocperez,Bronze,Caroline Marion,Renan Oshita
3573775,Content | Lifestyle,reallregy,Bronze,Caroline Marion,Renan Oshita
237714394,Content | Lifestyle,achadinhoscariocas,Bronze,Caroline Marion,Renan Oshita
1162146115,Content | Lifestyle,le_balbi,Bronze,Caroline Marion,Renan Oshita
307709577,Content | Lifestyle,coisamaneira10,Bronze,Caroline Marion,Renan Oshita
426609297,Content | Lifestyle,deborahlaines,Bronze,Caroline Marion,Renan Oshita
1441642808,Content | Lifestyle,nayara.costa32,Bronze,Caroline Marion,Renan Oshita
2478895056,Content | Lifestyle,rphbarros,Bronze,Caroline Marion,Renan Oshita
2205602295,Content | Lifestyle,mimoseofertasbaby,Bronze,Caroline Marion,Renan Oshita
771699768,Content | Lifestyle,promoscatei,Bronze,Caroline Marion,Renan Oshita
269270808,Content | Lifestyle,oemporiodoperfume,Bronze,Caroline Marion,Renan Oshita
1429209372,Content | Lifestyle,oliverparfums,Bronze,Caroline Marion,Renan Oshita
84848607,Content | C&I + F&H,achadosdakei,Bronze,Lucas Vesterman,Rodrigo Nogi
101062228,Content | C&I + F&H,dyanealves,Bronze,Lucas Vesterman,Rodrigo Nogi
1528968155,Content | C&I + F&H,marilupromo,Bronze,Lucas Vesterman,Rodrigo Nogi
2191021575,Content | C&I + F&H,dozeroaolar_,Bronze,Lucas Vesterman,Rodrigo Nogi
1497443964,Content | C&I + F&H,oficinagaragem,Bronze,Lucas Vesterman,Rodrigo Nogi
323696728,Content | C&I + F&H,dicadarafa,Bronze,Lucas Vesterman,Rodrigo Nogi
206813338,Content | C&I + F&H,joycebbraga,Bronze,Lucas Vesterman,Rodrigo Nogi
530107413,Content | C&I + F&H,wilyanes25,Bronze,Lucas Vesterman,Rodrigo Nogi
1440823950,Content | C&I + F&H,leiladuraes,Bronze,Lucas Vesterman,Rodrigo Nogi
1584221922,Content | C&I + F&H,hqbarata,Bronze,Lucas Vesterman,Rodrigo Nogi
94733098,Content | C&I + F&H,achadosprincipais,Bronze,Lucas Vesterman,Rodrigo Nogi
186339147,Content | C&I + F&H,generalac,Bronze,Lucas Vesterman,Rodrigo Nogi
491946853,Content | C&I + F&H,gyyselly.gomez,Bronze,Lucas Vesterman,Rodrigo Nogi
1045329161,Content | C&I + F&H,promodafeh,Bronze,Lucas Vesterman,Rodrigo Nogi
1569314798,Content | C&I + F&H,tecnauta,Bronze,Lucas Vesterman,Rodrigo Nogi
529542790,Content | C&I + F&H,Thaune Vasconcellos,Bronze,Lucas Vesterman,Rodrigo Nogi
2242409334,Content | C&I + F&H,letrajotaindicacao,Bronze,Lucas Vesterman,Rodrigo Nogi
28030293,Content | C&I + F&H,A casa da Nath,Bronze,Lucas Vesterman,Rodrigo Nogi
227069148,Content | C&I + F&H,Joao Victor,Gold,Lucas Vesterman,Rodrigo Nogi
1798042044,Content | C&I + F&H,leticiabraga,Gold,Lucas Vesterman,Rodrigo Nogi
2057503925,Content | C&I + F&H,ofertasdacasamoderna,Gold,Lucas Vesterman,Rodrigo Nogi
350081684,Content | C&I + F&H,laisanevesb,Gold,Lucas Vesterman,Rodrigo Nogi
181507452,Content | C&I + F&H,bizuparacasa,Gold,Lucas Vesterman,Rodrigo Nogi
51373164,Content | C&I + F&H,emiliastep,Gold,Lucas Vesterman,Rodrigo Nogi
1212259006,Content | C&I + F&H,enxovaldecasanovaa,Gold,Lucas Vesterman,Rodrigo Nogi
2690177408,Content | C&I + F&H,l20250913005032,Gold,Lucas Vesterman,Rodrigo Nogi
1080474231,Content | C&I + F&H,cu20241019112249,Gold,Lucas Vesterman,Rodrigo Nogi
15479744,Content | C&I + F&H,tedouumdesconto,Gold,Lucas Vesterman,Rodrigo Nogi
2530242411,Content | C&I + F&H,aa20250703094505,Gold,Lucas Vesterman,Rodrigo Nogi
1463221781,Content | C&I + F&H,alvesjoel20230829033405,Gold,Lucas Vesterman,Rodrigo Nogi
193090448,Content | C&I + F&H,fabiohenriquerojas,Gold,Lucas Vesterman,Rodrigo Nogi
1334764746,Content | C&I + F&H,eieutil,Silver,Lucas Vesterman,Rodrigo Nogi
1381379875,Content | C&I + F&H,home-deofertas,Silver,Lucas Vesterman,Rodrigo Nogi
1782346872,Content | C&I + F&H,queridoachado,Silver,Lucas Vesterman,Rodrigo Nogi
277875863,Content | C&I + F&H,boal9312648,Silver,Lucas Vesterman,Rodrigo Nogi
1284825937,Content | C&I + F&H,custobeneficio,Silver,Lucas Vesterman,Rodrigo Nogi
659377853,Content | C&I + F&H,achadinhosdaflavia,Silver,Lucas Vesterman,Rodrigo Nogi
184149549,Content | C&I + F&H,madrugaodasofertas,Silver,Lucas Vesterman,Rodrigo Nogi
831284297,Content | C&I + F&H,casanovasv,Silver,Lucas Vesterman,Rodrigo Nogi
105244951,Content | C&I + F&H,piresmarcelo,Silver,Lucas Vesterman,Rodrigo Nogi
1457548566,Content | C&I + F&H,rodrigoferrari,Silver,Lucas Vesterman,Rodrigo Nogi
136041603,Content | C&I + F&H,bernardodoertzbacher123,Silver,Lucas Vesterman,Rodrigo Nogi
185995823,Content | C&I + F&H,paulinhaboque,Silver,Lucas Vesterman,Rodrigo Nogi
160680996,Content | C&I + F&H,leandrolacerdasantos,Silver,Lucas Vesterman,Rodrigo Nogi
140924150,Content | C&I + F&H,maximodenis06,Silver,Lucas Vesterman,Rodrigo Nogi
6034265,Content | C&I + F&H,natingraci,Silver,Lucas Vesterman,Rodrigo Nogi
1088168690,Content | C&I + F&H,achados_uai,Bronze,Lucas Vesterman,Rodrigo Nogi
47190880,Content | Other,garagemdobuda,Bronze,Lucas Vesterman,Rodrigo Nogi
493772551,Content | Other,cristiano,Bronze,Lucas Vesterman,Rodrigo Nogi
195263497,Content | Other,rotaspelomundo,Bronze,Lucas Vesterman,Rodrigo Nogi
43288841,Content | Other,clederrs,Bronze,Lucas Vesterman,Rodrigo Nogi
95228583,Content | Other,eduardoaquino,Bronze,Lucas Vesterman,Rodrigo Nogi
1433928862,Content | Other,opiniaosincera,Bronze,Lucas Vesterman,Rodrigo Nogi
5399188,Content | Other,castrol5745,Gold,Lucas Vesterman,Rodrigo Nogi
619686179,Content | Other,MNW Educacao e Tecnologia LTDA MNW Educacao e Tecnologia LTDA,Gold,Lucas Vesterman,Rodrigo Nogi
2689238731,Content | Other,rodrigo,Gold,Lucas Vesterman,Rodrigo Nogi
2128299586,Content | Other,esser,Gold,Lucas Vesterman,Rodrigo Nogi
1881432257,Content | Other,guiasdeprodutos,Gold,Lucas Vesterman,Rodrigo Nogi
203854160,Content | Other,sc_servicos,Silver,Lucas Vesterman,Rodrigo Nogi
127160608,Content | Other,lucasviper,Silver,Lucas Vesterman,Rodrigo Nogi
105687473,Content | Other,canaldamecanica,Bronze,Lucas Vesterman,Rodrigo Nogi
1813105314,Content | C&I + F&H,homegaabycosta,Bronze,Lucas Vesterman,Rodrigo Nogi
168445950,Content | C&I + F&H,tecnicosincero,Bronze,Lucas Vesterman,Rodrigo Nogi
239133648,Content | C&I + F&H,promobugs,Bronze,Lucas Vesterman,Rodrigo Nogi
166607266,Content | C&I + F&H,gleicee.oliveira,Bronze,Lucas Vesterman,Rodrigo Nogi
261019954,Content | C&I + F&H,catielekrug,Bronze,Lucas Vesterman,Rodrigo Nogi
1075346989,Content | C&I + F&H,detectaofertas,Bronze,Lucas Vesterman,Rodrigo Nogi
255720695,Content | C&I + F&H,pandinhapromocoes,Bronze,Lucas Vesterman,Rodrigo Nogi
2621617085,Content | C&I + F&H,Achadinhos das primas,Bronze,Lucas Vesterman,Rodrigo Nogi
584138762,Content | C&I + F&H,kaylafraga27@gmail.com,Bronze,Lucas Vesterman,Rodrigo Nogi
243975250,Content | C&I + F&H,Achadinhoss,Bronze,Lucas Vesterman,Rodrigo Nogi
207302282,Content | Cross,promos4m,Platinum,Thales Rimoli,Thales Rimoli
555414187,Content | Cross,Xetdaspromocoes,Platinum,Thales Rimoli,Thales Rimoli
1445776663,Content | Cross,JCAPUBLICIDADE,Platinum,Thales Rimoli,Thales Rimoli
1454842874,Content | Cross,promocaozinha,Platinum,Thales Rimoli,Thales Rimoli
2490611911,Content | Cross,promozonevip,Platinum,Thales Rimoli,Thales Rimoli
1477497679,Content | Cross,minutoreview,Platinum,Thales Rimoli,Thales Rimoli
488851324,Content | Cross,promosdodia,Platinum,Thales Rimoli,Thales Rimoli
1286635153,Content | Cross,economizei,Platinum,Thales Rimoli,Thales Rimoli
1236298302,Content | TE & HE,jersu,Platinum,Thales Rimoli,Thales Rimoli
1211756872,Content | TE & HE,lipe,Platinum,Thales Rimoli,Thales Rimoli
1464475202,Content | TE & HE,joaopsx,Platinum,Thales Rimoli,Thales Rimoli
1317961778,Content | TE & HE,thautec,Platinum,Thales Rimoli,Thales Rimoli
1245410086,Content | TE & HE,tukemperial,Platinum,Thales Rimoli,Thales Rimoli
1490703847,Content | Lifestyle,elacompra,Bronze,Caroline Marion,Gabriela Oliveira
