cust_id;Classificação Atual;deals group on wpp?;STATUS;LINK_OK
360964968;MElIpro;Sim;CANAL;https://www.whatsapp.com/channel/0029VauwFzgBKfi7XHSLkI3o?fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4CGNhbGxzaXRlAjE1AAGn2Ne_XRsw5WDq_NoWaAhoEp9jK3SaSPaT2Og0Z_2uy0v_JH_JC8KZRcjqGUg_aem_Ska_v6-gFaQU-HfHcIj19w
224168003;KAM - top 1000;Sim;CANAL;https://www.whatsapp.com/channel/0029VamngXq6xCSIPEEtlw01 
224168003;KAM - top 1000;Sim;CANAL;https://www.whatsapp.com/channel/0029VatvEAm3LdQSgVnsaV3X 
224168003;KAM - top 1000;Sim;CANAL;https://chat.whatsapp.com/JVIE5k7qfd3J3UDC0iotAD
74339904;KAM - top 1000;Sim;CANAL;https://www.whatsapp.com/channel/0029VaIymKi1HspyoimWMj1b
342729046;KAM - top 1000;Sim;CANAL;https://www.whatsapp.com/channel/0029Va9pNUS1dAwAOtvz6v1E?fbclid=PAZXh0bgNhZW0CMTEAAaf4FoshT4jcqI7J6cwucWECCPlf9FAWL2lHmz7blprEKGeI-sYqNSDkhcHu7A_aem_x2jC5XheKLZAvrnKeEPw0Q
1452102353;KAM - top 1000;Sim;CANAL;https://www.whatsapp.com/channel/0029Va6L9zc5kg75OpwQIB40
1447302999;KAM - top 1000;Sim;CANAL;https://www.whatsapp.com/channel/0029VaPgpJ2C1Fu2ofsCSu0f
323419246;KAM - top 1000;Sim;CANAL;https://www.whatsapp.com/channel/0029Vao7Mp94CrfckfC8Z03Z?fbclid=PAZXh0bgNhZW0CMTEAAafqrbgD1HhtMtfrPXqE12otlUTYrXzOCOTd9AGMnzD5bzX2FIXotnABMRFqlA_aem_WrYV-v1N0kKCCJ0qYOYNyg
225367126;MElIpro;Sim;CANAL;https://www.whatsapp.com/channel/0029VafETHjHLHQPMhDXoU1U
1375138586;KAM - ouro;Sim;CANAL;https://www.whatsapp.com/channel/0029VaDBeqBGzzKKm5geVS0W
1375138586;KAM - ouro;Sim;CANAL;https://www.whatsapp.com/channel/0029VaDc0VKATRSg2k5sOb0u
1453452471;KAM - ouro;Sim;CANAL;https://www.whatsapp.com/channel/0029Va9QFJGICVfkJA730514
1387667693;KAM - ouro;Sim;CANAL;https://www.whatsapp.com/channel/0029Va9PbS9Id7nVKzupxn15
1383038146;KAM - top 1000;Sim;CANAL;https://chat.whatsapp.com/J9ozsjtI50PA2xOOV8aySm
1185718745;KAM - ouro;Sim;CANAL;https://www.whatsapp.com/channel/0029VaklNp8K5cDK9b5V5L0l
44352982;KAM - top 1000;Sim;CANAL;https://www.whatsapp.com/channel/0029Vb6EHc1KmCPTwxvrbT10
271562467;KAM - top 1000;Sim;CANAL;https://whatsapp.com/channel/0029VaBn9E0LI8YSVjV6qT1i
165269796;KAM - top 1000;Sim;CANAL; https://whatsapp.com/channel/0029Vb6KTOB0LKZN2ee2co0y
340577258;KAM - top 1000;Sim;CANAL;https://whatsapp.com/channel/0029VaH1sTrC6Zvonv3LRT0d
1128477483;KAM - top 1000;Sim;CANAL;https://www.whatsapp.com/channel/0029VaAWMTOLo4hfUT0CXV2t
129828195;KAM - top 1000;Sim;CANAL;https://www.whatsapp.com/channel/0029VanwKdI3AzNSZMVS4b2z?fbclid=PAZXh0bgNhZW0CMTEAAafRGT9holVSEijHNMYVX48jo14hucpYjJGE4WvXrK1ZdI17J6lXPh1WjCjlGA_aem_3xPAn8F-j_EcfexNrM8ZAg
1334764746;KAM - top 1000;Sim;CANAL;https://www.whatsapp.com/channel/0029Va4l5Wx545uoDl9sil27
48673895;KAM - top 1000;Sim;CANAL;https://www.whatsapp.com/channel/0029VaAjS53B4hdTFeuFFj21
1422846329;KAM - ouro;Sim;CANAL;https://www.whatsapp.com/channel/0029Va5CpAiBadmWMB4h2R2Z
1231808348;KAM - ouro;Sim;CANAL;https://www.whatsapp.com/channel/0029VaEPqqBDOQIUTTOCMg1l
1464475202;KAM - ouro;Sim;CANAL;https://www.whatsapp.com/channel/0029VaeeUxSIXnlrDEtL5y0P
1464475202;KAM - ouro;Sim;CANAL;https://www.whatsapp.com/channel/0029Va9lrS5GufIu669tIy13
207302282;KAM - top 1000;Sim;CANAL;https://www.whatsapp.com/channel/0029VanhKWjJUM2ZkrzNmD2o
2490611911;KAM - ouro;Sim;CANAL;https://www.whatsapp.com/channel/0029VbArBWU2Jl8MlhM75q2l
1317961778;KAM - ouro;Sim;CANAL;https://www.whatsapp.com/channel/0029Val8yoECHDyoi2TgYt1z
1441090684;KAM - top 1000;Sim;CANAL;https://web.whatsapp.com/accept?channel_invite_code=0029VaLa5nXEQIagEO53jy2M&source_surface=
204139460;MElIpro;Sim;CANAL;https://www.whatsapp.com/channel/0029Vb62JAnI1rclRh8Fp930
76331531;KAM - ouro;Sim;CANAL;https://www.whatsapp.com/channel/0029Va9nksu4yltLsvwnOH3s
268850426;KAM - ouro;Sim;CANAL;https://www.whatsapp.com/channel/0029Va8zBgzChq6DXixWSk39
1856859073;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/FNsFNlXRKOL7XMGQXxEQsL
192874049;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/BoLSdL7XEYD1NzGtQ5gYLk
1639459856;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/IjHp4Xcwz1WBaBduXFvLbe
107916024;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/GdOZRL4Zd8Y6GgkRCiy4BR
107916024;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/DxZvHGHttCaD6JyJDH909k?mode=wwt&fbclid=PAZXh0bgNhZW0CMTEAAafDOQHHkx43U6V6yK1GZ0KWi3WAZMWWaw8rgPdMLzTBFFgHMY8JDIzKpHEVkw_aem_-wdaoGB2zHWQUF09AzvSgw
147294155;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/GlZbsfe4H0q7GdhETjruhL
2018286552;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/D8NnSjHPAZF8lMuyg6GaZx
1359646788;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Jk0QUFBRO3dCCT5foBbdfy
615723245;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/DCxjP81VSPYBL6Gxv9H52C
807123036;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/BJK04Bp8B0TBWJDs73DNxc
1539409111;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/KXGSBZpRWnc5c66bbkNL1b
199937377;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/CiHKYdjrF733WMLdgeWamv
1436446356;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/IPSunnzc2kc14Z6Z4T1BRe?mode=wwt&utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGni_weII7WpLiOJnIyET4pQDVFFd6x0KefuwAZdxSNSfGjS1qjY08ugX8qlMI_aem_o0sq-V8kWlfJsJz1MVgZng
1434918733;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/E4qUixsvh7p5U3oS1RBXrk
1434918733;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/FqIteVfgSfs1GpCpiaNVzI
1434918733;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/FXUCuEo8s98J6zSshRoJva
149518102;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/HedUmWn1r3VKHnlZEue8gB?mode=ems_copy_t
1469910364;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/H3jL0RfJTCRJVgNwxynt9x
1457441247;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/I4uxOIVx0LvCPNpKYNbO5D?mode=wwt
1399249654;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/EL3YhRQnu7v7pscoHawGGQ
1947955373;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Hxfay43oaJJ45xfc7phl30
152436288;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/BfBkmyemsuGBkik1z0Syk7
15665498;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/IZcWfdBW6Pm2EFWxXnnEgY
15665498;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/Hcb23EBqkdo3vYXuuyB8bB?fbclid=PAZXh0bgNhZW0CMTEAAadoR2nM9Yz5VIa_hKSRiNmCnEg4ichC7UL4Cd04m9S8RqZ6hB-s05pfYEyo6w_aem_-lESTKZnYboCxtyqP0CpvA
251645009;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/JjCBht3H16NIKfyUQKAzAd
1420365380;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/FlTqfDyBFsfEnhg3aNrd2a 
150242200;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/GQcZXJZLBEyI5cRG4aFzaW
1482183974;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/KbiC4HyAPgZ5c0B4YZtX5N
1426808500;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/Hh2u9KrgZCy1lfSciIrM12
1426808500;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/IFJMvDHZc2AIYyGqQcEHqt
2345017244;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/IGzGIvFKBHJKx3Evx2YkQr
1374758175;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/DnUki4oaa3i8MJggSn6JL2
1374758175;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/F3t3SxsJgRA2iWAVXV5srQ
1156310262;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/HIA1YelpowB29KYAbRb2WC
263391604;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/GnuAYOcO4UkLrBg2A2iFvX
1427325193;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/FDmaefqLyH36zb6NAdZNz8
1461583629;KAM - ouro;Sim;GRUPO;https://chat.whatsapp.com/L4WWuJiPeQCDZczO3dHCce
200355621;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Jtzve7J0p4iHcq4p9dSJnE?mode=ems_wa_t
301138223;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/HBvVODelAE210I8mQbpZxF
161561413;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/D0ihIeknxF8DivVxNdXMT8?fbclid=PAZXh0bgNhZW0CMTEAAaddYVsUtOAV-lCAIjFcrVGYDRd0ffv4U7ll06YiNQnpPYGAXvjY5JCejJeu5A_aem_JO83a-2tN29bAqGOOEqeeQ
2359144247;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Lvt6ezs2Fz6ItqKyCW6JE6?mode=ems_copy_c&fbclid=PAZXh0bgNhZW0CMTEAAaecVIipIqzPHpM9TWnQt9z5lLbf8yw0MVN9vTjW7esIEjh9DNIm2Xb8mIN4kw_aem__bvkExuwYQzmobqnHbOmOA
1408672391;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/HlzrhZslJCZ6YVTSRDI71M?fbclid=PAZXh0bgNhZW0CMTEAAaeHCVvc7x51MYFXyqM5U8Vp142hYcrnX9m3TEYGypZ49CY9XKSMc1l0jIISvQ_aem_SWfxcvpL11OpZOE0WOljRg
1516990091;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/FJpxwCaPLyO6VJjgSQPRRo?mode=ac_t
358402522;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/CFYwI669SIOF6h8Dspgdfw?fbclid=PAZXh0bgNhZW0CMTEAAadfHkgIVRpL2XfLlMCPSsptBT0_idL8AwH8awbrXh6fjwwatyZoAdC7k3Vpag_aem_mCKPwDK3zqKPDGYMblGQMg
1490703847;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/FPXOx5VQyej1vQozBLve0H?mode=r_c&fbclid=PAZXh0bgNhZW0CMTEAAaerANDtOA9-09v80KsS86j8jZG3nr30IMesluunHwol1wDhWW7YHdPxWFH_sg_aem_YLvb9T5PjSTYQPFN52q8Vg
1444457359;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/FbKBDOYaZIWKupUmuw0nsQ
221861528;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/IMOcURMw4WtDUkLzbidJI8
742314482;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/FsvG2pXtqDX9QDfbWuaJUR?mode=wwt&fbclid=PAZXh0bgNhZW0CMTEAAaf7m7PUmfqKEkv93xlrvg8Qsw37w3HubItTgUP9LpDrfjd_hXnwTFvrlVQ-5w_aem_zsY6aAKg8GxvUz_AobOnlQ
186778702;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/L4LNpfPZUqH05ouyae0Yri
293720044;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/BsIXB2PTOCvEhVMHZ42dem?mode=ac_t&fbclid=PAZXh0bgNhZW0CMTEAAacYhnSjSfwOy2DiAeu_iqGww1AeliNigUWLJV91IfathCT-AO5Xrz67mmDNZw_aem_a1klxB5Fu30alRu2bFSHnQ
514386663;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/El2R6H8UEU90utKzg0M9eB
178031903;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/GXzxLoVvmxz0udKGWn1ENL
624101928;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/E1ys64DdebhHIJyvES7FhP?mode=ems_copy_t&fbclid=PAZXh0bgNhZW0CMTEAAaffFXq0hS4V6z8WcXIIrPPDum6Zp8jJHU9pypipbw04Y3VqYWnccqcXq6hSkA_aem_3uu-mmjHNH4dGz5qJ7eTXA
473343832;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/FA5zJX5z36t1R0PnGf8aPG
1528968155;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/FTJ92XraD0TDjljZFy7qAz?mode=ac_t
280333191;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/EUasLaQCNghLLTZeVohIb2
491946853;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/IEX4hvJtnfX3YLHRy8gpbO
685286566;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/KRlEAzC5E21JqQT9fzqru6?fbclid=PAZXh0bgNhZW0CMTEAAaeEeqceGq0Wl8M1WwCjrorcB40loFQ8_NsyhsxeR_kK5l2fh-rMFMBTOQ8H5Q_aem_Iog_0EKAELL9RBXjrkLWBQ
742328965;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/FSOKIotzhXeESsvKFAQCiA?fbclid=PAZXh0bgNhZW0CMTEAAafayNv6Q98oLq7T7mckPOe-0ZXby3578rGZkDd_GWtsZmFwr6mrfc-eu6xVbg_aem_pt7Uh-JpGkO4n57nLXvcfQ
166607266;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/LikseXVR6JA8NmMJ7eB5gc
27190734;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/LTFq7RG0e08DH6c9i3TRuE?fbclid=PAZXh0bgNhZW0CMTEAAadVZH3NZpNyCeTJjE-Ahu_Y2-J2wfu_DZqgooKNlycsqYq1qX6en-bnuPOYYA_aem_DiFbo8Zr1ditiDbTeo6-sw
80016581;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/GnRAjCdII8D9ySCr2UMUBQ
142704481;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/JfArtqAk9VfD6b8ZOz4Qyc
303120592;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/BehJuWtRQk30H2wXFFd9HU
375366165;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/DaLYRjgWYRIKypTbQT0FVS?fbclid=PAZXh0bgNhZW0CMTEAAaf6ydk2xafcnYx5kWspQGGWQoW8udj1rh-hHHu0_UN26bKYazlt_oCrJNW1Rw_aem_POcZlhZOz76KfcKi8PHglw
799601634;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/GcFEsEGhAywB0Bp1wtpfrH
1351369312;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/C98f1fCpVK2B3QLwXYwACQ
1428326558;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/BgdoWxdm0RWKZVQDrhVTk8
1457793802;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/FQSjEe3qC804trDpyaG05h
1678670059;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/FOVbpxIVd8bIgcQIwfSXJy
2015935202;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/KUt7ZbJHpzrLYmx5466J0b
227193849;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/K9xfwQ5iRbkKtQQYXUznbx?fbclid=PAZXh0bgNhZW0CMTEAAafd8oyvEyXDe-rOVaYX6mOKcQjIu7U7qqrZr3weZFOO7EHNNI1BvcifVDpPhg_aem_DDqgXG5t9V0WMi44-KkWLQ
152152704;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/DtWnnVMH0nIC7TmX5085E2?mode=wwt&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4CGNhbGxzaXRlAjE1AAGnfLe8dGkNy2ogUlGJVYN7Z-xW_vSNL1m4VpiedRBO2uUdsKyCCuBaCU2zwK8_aem_-UtiboE7I0Bi0Z70znyJjw
1495326565;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/LS4ZZQNWUUVA81RB6MeNmA
150876148;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/HmCxSREHfCYFUTP8DgvhRm?fbclid=PAZXh0bgNhZW0CMTEAAafLf-ytoVUnu0lQVs8IIN0wbinVIpYhyzrOm6aV47r9w5FvFgzcgJ5j3GGpLg_aem_qzPjEqnjugsIKvRzbe1poQ
228286832;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/FdJv2P0HUQLGUXxtpngfea
49721139;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/DK2ip7TlaZ882CBoBXCY7T?mode=ac_t&fbclid=PAZXh0bgNhZW0CMTEAAafCpU_oG-oc3tzqnWo4hBMChmGxaTEcDcLfCCYRHBUGIp4DmLMfBRrB89e10A_aem_d85notCe5Rz_8uMBIP21Zw
174150285;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/FA0XF4KyDYUCuJWAHgIGZf
470068454;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/H4dDwIxvVQuK2YHYLFeZbJ?mode=ems_copy_t&fbclid=PAZXh0bgNhZW0CMTEAAadsx9ZNoZsn-jt3ACSaV09lr4X6fkh7rn-tfqcdtcCogrGoY8veKwCxryhb-w_aem_CoNtpuss1AfiiJ3C7BHNWA
223453987;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/HWQuXCvBxu45Amt7cWAML0?mode=r_t&fbclid=PAZXh0bgNhZW0CMTEAAadNonw1VrmnQLHBfvZWvByuRzC-BTbvqDYnQmvbkKWIUioLX1ao4Oy4dfKfVQ_aem_uX1ELtCV3PzFtLSCzDocZg
271356022;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/F5owyoPYzL1HzUSlfMjtml
202376152;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/I0v0WwVeEGe3kq7HlMmM70
203435695;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/EYtuTeh2suiBZNyMflPNcr?mode=ac_t&fbclid=PAZXh0bgNhZW0CMTEAAaeBsA6ANd5K70rKtuDD_YzuGbz520CjVPh04V_aoU1uNlZl1EIExg0ODV1pjg_aem_KGAxKfaUbpHJQt8CUGqHXg
423827714;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/JRsewVssOZsKY1OvdyAf3s
197237293;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/JOOJgwST7fPH2JvVUNGXEt
178198408;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/CNEd04mJLJLH90hVk8p8lS
159272833;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/HPx22Avdn9T60z73dAHQS4?mode=ems_copy_c&fbclid=PAZXh0bgNhZW0CMTEAAad7Bn3hJV6Qtdl36NCiHeQdPQJm3Oo_Q1weiEHdSsqNqVrpvbXXmAamzxc9Ow_aem_LSNmNfW6mXuMVxLvkj6t8g
255011578;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/E2kXOI6n4P8C7mzbLoqukI
382848365;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/ISzxMEo4sZmLeoFtICYcS7
455839818;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/BHtMiuht6D8JQElKtG0kCk
764038065;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/JV86a7ozjh4DBDWXgED21z?fbclid=PAZXh0bgNhZW0CMTEAAaeS-TEbhkjmg2--yHvwcWeZc_K2RXt7w_Fthq2cuX5gfk9vYdezcPNN40Qn4w_aem_CvrUaIHzUQ7Ca9CIUxF2QA
115429420;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/IfyC3HjCdQS1Or9X1aB81O
420307218;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/CmQVtmZUSiSG0Ifqe65mmB?fbclid=PAZXh0bgNhZW0CMTEAAadjEboFPAd0-qwJiW2WhjI8U221mVF7vpvp--XmHahuzrFZ946ThYW7tjojAA_aem_-MLkd3FMQUpsphAQhz5kiA
127073909;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/DLUKao1JGH9CB4bKtsSUSt?fbclid=PAZXh0bgNhZW0CMTEAAafC9BQNM8PzlpzFSodwo_X-WaiSOWevuk1-Tz1GFRiXx3oGIPopqOYyhUTmiA_aem_0jw-o07MjClCKqv6Tvk3sQ
226046758;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/JMfX31vfU1BBh6cf7R0Uqo
481509072;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/Hjr3f7J3jCB5dxUy4DqPpl?mode=wwc
1439663675;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/G02RqQeQqpnB0xWgdQFvWA?mode=wwt&fbclid=PAZXh0bgNhZW0CMTEAAacSQHVJ7LbEUect-pcX_E_orowg_Itnw8INDDtNhQ62l21ftvsCB-Mti-QePA_aem_1kabZsyotTOB5r4VKJ9cyQ
1439663675;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/JHaDGhmuVTZEMATgfbh2xB?mode=wwc&fbclid=PAZXh0bgNhZW0CMTEAAadmS8xsa-VOPhmuXHaigTDrGvOHG4p6nCmA2Jy4GJAiVXoE8v1lPh4N5OkNgg_aem_29ZxK9qUXTg-cP8AGYuZAw
214152484;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/CeOajup9Rsh26ROElCeer0?fbclid=PAZXh0bgNhZW0CMTEAAaenBo5VqOk-Xh8h7d4AvpzHnMFd2BqFjMcPFEkfxtx4C7ctQ9PUaNKOEKRw9Q_aem_3fJQuohk15fPVEHuNjBTSA
676651691;KAM - top 1000;Sim;GRUPO;https://chat.whatsapp.com/LOK7ys7CuZKAiBBuon1drt?mode=wwt&fbclid=PAZXh0bgNhZW0CMTEAAafuf3L3ZqWFJaFn2q6Cr0y8tauqiewpKn2Ew1LYql1orhhiog7KXYIzmzC6zg_aem_FR7-ZL8jX8YeWgbTAH9yRg
127894622;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/ClLaq2pbQHV8N3RmjEIad2?fbclid=PAZXh0bgNhZW0CMTEAAadpRONGlxZ9CtaA89_ApWBqdHUnj1vq7YJ4dNW5XQ88aTpPKN0RmaXpUxN4Lg_aem_ztXXPKUpzfpSOmoxdOw8KQ
695303632;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/D5OdEreGcV30WhGShSqJOW?fbclid=PAZXh0bgNhZW0CMTEAAacvaAj8yuh04D4lQAsSHAfsASl4Ftm0Sq04E_yq-zodh1MxGjtDS8zfsEDFsg_aem_1kmj9nkK5CiJZ9i8_E27cw 
1708497699;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/CMVGchoOo6M2zQvyEOVDTB 
1988790379;MElIpro;Sim;GRUPO;https://chat.whatsapp.com/CkBNImXVV4iFqvvYV7K0q7 
